Lower	Upper	Sex	Exposure	scenario	predicted_CSO	found_using	total_cso_driven	ct	ls_css_one	ls_css_two	ls_os_one	ls_os_two	fp	true_CSO	false_CSO	total_ncso_driven	overall_ppv	ppv_first	ppv_cancer	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	diagnostic_ls_os_first	diagnostic_ls_os_xct	quant
55	59	Female	Any	old_3	Bone and soft tissue	cfdna	16.183192838661437	337	0.9970348984685187	0.5922913349437122	0.9670049971268053	0.5830099462667153	11.661025505549638	3.1647855021412106	2.9128499685291813	13.336749658767152	0.6259958991162325	0.40908645109835184	0.8110450354294914	0.3997196625128936	27.590941275144722	69.50014510370232	28.478957509634174	71.40232643253808	0.975
55	59	Female	Any	old_3	Breast	cfdna	83.71654083606991	337	6.901628762408123	0.3870595036905069	6.894451316609091	0.37285096707940857	23.99085098878832	51.08609556380229	2.1023212466399177	27.31931117766468	0.36492167885631804	0.34470087868238836	0.9283535890179982	0.02554113426819897	11.069390267419596	44.253998417361586	11.077527534094395	45.836979680798734	0.025
55	59	Female	Any	old_3	Breast	cfdna	103.09588726322161	337	7.439504889675542	0.46936698034312907	7.4349740359957135	0.45087133234070464	41.635793960683316	55.607388844451634	2.6236619074789784	44.812331560688015	0.46218924669526235	0.4369086576662587	0.9446481588209047	0.04069882626908625	13.321795960709524	81.20704975666112	13.334576072583118	84.05903858607178	0.25
55	59	Female	Any	old_3	Breast	cfdna	114.73390300859188	337	7.705881591107117	0.5285177084555878	7.706560382648172	0.510614703281179	55.03857649130212	57.510109666360975	2.9481833255650067	57.56358123480716	0.5268849789241978	0.5041017045696716	0.9507734571007727	0.0504546355938458	14.890171903421237	108.54906447700347	14.892414809159472	112.12911221324671	0.5
55	59	Female	Any	old_3	Breast	cfdna	130.97938250466166	337	7.965645744622327	0.6137292057358126	7.971198235859228	0.5887091048297987	69.95986829698965	59.753904797307726	3.3954972487237636	73.37413674398955	0.5888969154497714	0.5613151104427851	0.9570056531893869	0.06783501166696468	17.048607310098742	141.75471909156173	17.047426736854646	146.7501089525142	0.75
55	59	Female	Any	old_3	Breast	cfdna	165.87068295781785	337	8.429294702894136	0.7944979842844593	8.439341107577714	0.7625713679154541	104.8878653473817	64.26025762385397	4.427256988244833	107.81975067315221	0.7210808898976439	0.6843157766025081	0.96513938303662306	0.1277946784854948	21.728283873435053	215.73586750095131	21.71453587674219	224.76405066605167	0.975
55	59	Female	Any	old_3	Cervix	cfdna	2.3702473411649208	337	0.28950496966671896	0.017806658268915067	0.27867765654808896	0.017034102173219177	0.8796370002421978	1.0569933836762935	0.09994766048712468	1.0182059648857966	0.14977793173409068	0.13924379094008263	0.8091371896429078	0.01218812017086306	5.382028590752365	28.177635680257367	5.603562057694786	29.334884250862586	0.025
55	59	Female	Any	old_3	Cervix	cfdna	3.9980715405092777	337	0.4881526950490109	0.022021847511072012	0.46784569678446347	0.021203235406795282	1.6673341706682958	1.7705682834218401	0.13258413082303433	1.8648922676090762	0.39482823402270717	0.3611319286245972	0.9198719553960221	0.041550360757559884	6.887063116348196	71.14312942016683	7.183879582759132	73.90407293631202	0.25
55	59	Female	Any	old_3	Cervix	cfdna	5.315789214356517	337	0.6294973774954922	0.025076935067417445	0.6060908642409617	0.024084552029070207	2.7030360390227486	2.282021123295063	0.15604710358249582	2.857508434313881	0.4886604493364789	0.452115151472409	0.9350091663759978	0.062002162364200156	8.077851524916728	98.86229214612462	8.349259150739893	102.73315757085982	0.5
55	59	Female	Any	old_3	Cervix	cfdna	6.9861115119955794	337	0.7755287357092505	0.02946853855110106	0.7453155649535455	0.028338125550894884	3.9718096296188152	2.8265227991093096	0.18756579284551986	4.212447476502853	0.5713441783110151	0.5264205706526122	0.9437094749610815	0.08554857481043414	10.067234509901912	150.75714735183794	10.52820661112577	156.13306740068643	0.75
55	59	Female	Any	old_3	Cervix	cfdna	14.244618983153742	337	1.063999197386095	0.10422481352866411	1.0245098312294423	0.09274586934409149	11.41463390988854	3.8620863307162066	0.5651365923385082	11.574502944457347	0.7232395671136704	0.6739823587686788	0.9552656334032674	0.19362584174388925	26.524963153802844	499.9484621746701	27.238766768627197	518.3527983503986	0.975
55	59	Female	Any	old_3	Colon, rectum	cfdna	62.07708228162331	337	7.845277208136887	0.5768141394695787	7.579546136068272	0.5508111776848124	27.45351151103648	27.6606669929974	2.9965601494474896	31.405831350980538	0.23241381372054004	0.20186753257239753	0.8288081203076789	0.031076282571801738	7.078246574902261	33.61777487710031	7.335786400437808	34.798754589581335	0.025
55	59	Female	Any	old_3	Colon, rectum	cfdna	84.23921888732056	337	8.55474596733254	0.7293306661747163	8.260122528802608	0.7018825397237594	49.43002155434901	30.13567893732578	3.8591868493465733	53.695441151643436	0.3028663743572508	0.2650396786414637	0.864696010556639	0.04856252305579534	9.515392936924536	63.29066491805388	9.85856288196706	65.33618289858214	0.25
55	59	Female	Any	old_3	Colon, rectum	cfdna	100.88334835732807	337	8.961027960271243	0.8266639370070241	8.648821494581155	0.795542498917593	65.0887193747768	31.493696166781998	4.348378450355391	69.24938138209609	0.3580243110425748	0.3148217325744298	0.8780886995405883	0.0633261878473714	11.197647147674392	81.89030075793907	11.606983081533464	84.89301150083497	0.5
55	59	Female	Any	old_3	Colon, rectum	cfdna	117.42215507606667	337	9.324295182313781	0.9373811815166537	8.998287631871332	0.9053933953454271	81.98975842518092	32.82070296583014	4.925563038005268	86.15830896605483	0.42005976688778346	0.3699631965130415	0.8915984103635779	0.08231126460835407	13.309282684040262	106.26079867776771	13.78066199366367	110.75576687905912	0.75
55	59	Female	Any	old_3	Colon, rectum	cfdna	155.41468311423196	337	9.998683002317708	1.2765755554297922	9.64225424217757	1.2349051998002687	119.4255021638874	35.17582135867872	6.250188682743911	123.62478692912444	0.5641921174862033	0.49568081285085663	0.9142636898384944	0.15132785316788852	17.386009283072983	166.63355600611726	18.0131526154266	172.8015673255049	0.975
55	59	Female	Any	old_3	Head and neck	cfdna	30.012155843042088	337	1.505289798701114	0.8529730819581213	1.5379984394924757	0.806080415727894	14.586263659556622	9.0202326285496	3.64940722692386	19.646134843505756	0.18081633360603871	0.11889868211895321	0.5793975701632599	0.06726145749431023	16.642187408335325	15.688843905470037	16.210563039817558	16.506352940482184	0.025
55	59	Female	Any	old_3	Head and neck	cfdna	44.1364802866285	337	1.72196906148308	1.1491302072866159	1.7571152592269554	1.086995776295196	28.03538307480313	10.001459129377139	4.770607227175478	33.69513817284747	0.2532830604780345	0.16788204290524766	0.6335203414030119	0.10044618427846672	23.80183054233454	24.317654909214685	23.22625359804876	25.654951905652073	0.25
55	59	Female	Any	old_3	Head and neck	cfdna	52.22992271088744	337	1.8352839960653853	1.3052735045931003	1.8799383725610324	1.2429024563660733	36.130512240548626	10.538430313425227	5.404655660384126	41.79691448093777	0.30514009023454797	0.2024328128482457	0.6586238828764358	0.13119817749557738	28.404685261069385	31.569264877359394	27.674450275396936	33.25868683363816	0.5
55	59	Female	Any	old_3	Head and neck	cfdna	62.82458100262648	337	1.953367201535831	1.4854512548773595	2.0084392572890613	1.402828017012781	46.80702035427383	11.033199997279137	6.052871987222524	52.30872483742802	0.36591144944275333	0.23900188283943183	0.68614841431064	0.16526878900671998	34.36992911834947	41.30459229282802	33.900772219699206	43.491759697370796	0.75
55	59	Female	Any	old_3	Head and neck	cfdna	85.66155458164437	337	2.138712275135615	1.854411391940248	2.222252108589551	1.7559281652136205	69.56418091992705	11.90748639624696	7.331171651425246	75.51568937968052	0.510917325884144	0.34840736216681745	0.7408277865902044	0.2617432314388643	49.06374084176365	63.221105986395045	48.1415268606774	67.29491615619037	0.975
55	59	Female	Any	old_3	Kidney	cfdna	3.8812151858726285	337	0.11031230958577934	0.06454214991722075	0.10740302719568184	0.06188272854416283	2.205950204790398	0.593509922455089	0.3188091170218371	2.898906216524935	0.11245298160915103	0.06536371638416225	0.39954131215016964	0.04000655121681262	12.119855351632104	15.40425395848434	12.440548258011537	16.502779173718665	0.025
55	59	Female	Any	old_3	Kidney	cfdna	5.789566079168816	337	0.1973477952270463	0.11126542268290429	0.19224347711046208	0.10530369001407396	4.0287904653295055	0.918264347569032	0.4902899275750323	4.634335216495336	0.19363584091318575	0.11806463698788648	0.5551839516103559	0.0778539346592828	20.0430214132461	28.445968621659667	20.54581827744701	30.427201487868807	0.25
55	59	Female	Any	old_3	Kidney	cfdna	7.4150318312628	337	0.2693546839547778	0.15397383250712302	0.26231652739393696	0.14589760254275908	5.543349120406861	1.1308621825932081	0.6453326168408289	6.285553713682949	0.24143198699874524	0.14763097413107212	0.63218074177112	0.10299626084601318	27.54110238119457	40.926797387485706	28.231005600850374	43.30249965998538	0.5
55	59	Female	Any	old_3	Kidney	cfdna	9.512280597238547	337	0.35271022254843015	0.21256094154417798	0.3438485095484432	0.20009173875059585	7.4194387803989175	1.383139555586122	0.8357273176044717	8.19217444606188	0.3055871962941892	0.19839004095864748	0.7066137210802612	0.1399096488748214	38.985223900730944	55.48027316494551	40.05271393494456	58.342098203555935	0.75
55	59	Female	Any	old_3	Kidney	cfdna	14.769776371193279	337	0.5368488731196485	0.3446009348364244	0.523115710906869	0.3260133351462281	12.676974162546877	1.9187972700855949	1.365776046623693	13.561594023172837	0.4595166812169076	0.31397058909131037	0.8029945174886889	0.24754660013401467	76.91051300592905	113.45184911450731	79.01020304264419	118.10382350936908	0.975
55	59	Female	Any	old_3	Liver, bile duct	cfdna	13.715658586061014	337	0.860761768753056	0.22291651649856548	0.692263743225688	0.21275093750170687	6.660467859940857	4.4456166474955605	1.123214463187864	8.495002279664305	0.17678681609863423	0.12708311607042602	0.6446995054825687	0.04607866680218521	12.357997902507421	19.629130465876894	15.338784496504307	20.56855232163027	0.025
55	59	Female	Any	old_3	Liver, bile duct	cfdna	19.80215703492383	337	1.0351468589675132	0.31395868315202874	0.8335137205408872	0.29995977898765613	12.641503681749851	5.156144439983139	1.5064472078600566	14.3684758296511	0.2494370889010259	0.18791855673996244	0.727775131202296	0.07341519392910364	17.564665437606223	36.58315636722234	21.802810058167687	38.15547166350921	0.25
55	59	Female	Any	old_3	Liver, bile duct	cfdna	23.692971100938358	337	1.1343242283542172	0.3677299850215527	0.9137105323096675	0.3520109872911865	16.55910917010666	5.56297755250189	1.7216937776597496	18.356127540761626	0.30367398041172855	0.22891676213877227	0.7615297694700042	0.0953883100663844	21.426974571090952	49.062060343474876	26.605298727205934	51.47966608532734	0.5
55	59	Female	Any	old_3	Liver, bile duct	cfdna	29.726076181519637	337	1.2301536164672298	0.45712184395337085	0.9913277708723695	0.4366374103000089	21.990393017167442	5.946061432046472	2.0442656101440866	23.983926268615345	0.3684629883777258	0.2806349962627765	0.7899956545929726	0.12413916003876588	26.082745641601512	64.63524255390898	32.380784627110046	67.17925545175163	0.75
55	59	Female	Any	old_3	Liver, bile duct	cfdna	41.391088191689875	337	1.3606963882816507	0.6389784957412801	1.0969280215790183	0.6097776509645336	33.77149068848814	6.465420709016817	2.8006191312167266	35.926176488280724	0.5222477223716263	0.39119103813975886	0.8342795294352312	0.21579181389959695	38.67781026691481	101.56338637876138	47.99837790365682	106.76790256490054	0.975
55	59	Female	Any	old_3	Lung	cfdna	69.91031674526434	337	9.37717283142829	0.8423388398560042	8.469645399737978	0.8127633765995563	35.925350688294415	27.686436665373847	4.514589767763832	41.400412130887645	0.1790336914004545	0.14913806533445803	0.7895020987331185	0.03197674566536668	6.869427819068517	35.55393807526343	7.597592361875526	37.17314782589352	0.025
55	59	Female	Any	old_3	Lung	cfdna	103.14031780070061	337	10.257753237899466	1.0413544886771373	9.2703328789973	1.0055867626228068	66.73449033614266	29.310330766450285	5.40192727451707	72.77529016709441	0.24725870033063543	0.20640719084143172	0.8219103434782777	0.050748905208881395	9.548528276981628	61.049595284719246	10.56475057869954	63.75226434693266	0.25
55	59	Female	Any	old_3	Lung	cfdna	122.45000615082705	337	10.747596072459409	1.1534494153421337	9.717948557870962	1.1091015387456027	86.72832556116138	30.163610507953592	5.9431398773957715	92.1428382015066	0.2950050641809987	0.2467231067492997	0.8348722767841588	0.06504378808494209	11.384012974459875	77.44819639080771	12.593073139606116	80.75146835338606	0.5
55	59	Female	Any	old_3	Lung	cfdna	146.19117223439358	337	11.216113284838693	1.2935903048892137	10.141958516409465	1.2370399183010041	109.75496191589349	31.020105813086612	6.4943535436658415	115.9687694364633	0.3533127871821717	0.29450732352934234	0.8491103129623833	0.08410958698870523	13.714809338552875	100.88443480866525	15.184619795808082	105.29428302228942	0.75
55	59	Female	Any	old_3	Lung	cfdna	199.6649002086802	337	12.084669678457704	1.5575446873600853	10.930972638880418	1.5073286599618811	163.66877585259198	32.5946656739348	7.972485866287601	169.32342623880837	0.49458725680225524	0.41155103093265	0.8707543799024346	0.140040358417458	18.908172951420713	160.41764580234957	20.897040314822824	167.00799103370693	0.975
55	59	Female	Any	old_3	Lymphoid lineage	cfdna	36.27263811754693	337	0.7398052783937155	0.3343237356578779	0.7991924346201325	0.3202144073011427	19.523356211911285	12.205265616551674	1.9703989000126314	22.646095175661994	0.16033271761946175	0.13041541984908	0.7703556490541521	0.028291723376374672	38.191575879835696	40.95573152606795	35.157125736999674	42.5575065871229	0.025
55	59	Female	Any	old_3	Lymphoid lineage	cfdna	52.10553046609452	337	0.859288262696289	0.43163933428857465	0.9294655540358333	0.4159633382584772	35.036902702415645	13.400553210616298	2.4387460182748266	38.17634996945753	0.22033730374263197	0.18312301753724886	0.8165612715762394	0.04342141832538937	56.22398451945393	71.93163556143254	51.66151516450625	75.04686125341567	0.25
55	59	Female	Any	old_3	Lymphoid lineage	cfdna	62.28753408564421	337	0.9192648134735797	0.502191771931679	0.99591767007287	0.48161859260109346	45.438956356327374	14.085530970616293	2.7708527274095567	48.393632876995966	0.2719051632657953	0.2240562024743547	0.835511369381405	0.05782319742439841	67.70130357821297	94.01646833809865	62.39593292135079	97.57875014727242	0.5
55	59	Female	Any	old_3	Lymphoid lineage	cfdna	75.95211335422604	337	0.9748915239074017	0.5890194089139484	1.0596930583815705	0.5693991508320694	58.99578473952486	14.711248006511124	3.1481058546240703	61.61908521628793	0.3225208337222375	0.2728698383598356	0.8542831513222156	0.07560980239188553	84.29067780254991	126.90460838441147	78.05464722704858	132.16045564898673	0.75
55	59	Female	Any	old_3	Lymphoid lineage	cfdna	103.29355279626583	337	1.074111325495256	0.7879343177860159	1.180052591649447	0.7537180817371064	86.25653548367416	15.967584729074698	3.9762476926872585	90.38026384312396	0.4602042571963367	0.3928765356799363	0.8808888612865138	0.12822563478042692	121.26407614334637	196.81450461948265	111.43320863517317	203.7930850467302	0.975
55	59	Female	Any	old_3	Melanocytic lineage	cfdna	1.6707964373633422	337	0.010586546209243037	0.01523320479997038	0.011112658265594903	0.014602472551319023	0.7974188837905363	0.276226364631313	0.0808499760755921	0.9186153354017665	0.1122115818979888	0.08537401581171467	0.7050285702589609	0.01783568205603018	18.389850387349675	36.785912530257946	19.19067916418816	38.29717954824143	0.025
55	59	Female	Any	old_3	Melanocytic lineage	cfdna	2.777238567641441	337	0.04180113108089286	0.018221830534820183	0.04253412468410866	0.0175451486136414	1.5447669915542297	0.7004130530018873	0.10053663049423577	1.6536770410051076	0.2778327775092083	0.22914748138446958	0.8524905861595097	0.03982909783682706	29.999217116465672	79.73743228304564	29.08581723286238	82.96537690148153	0.25
55	59	Female	Any	old_3	Melanocytic lineage	cfdna	3.728915181298367	337	0.0861662894620315	0.019618314957845488	0.08688447411594719	0.01894665604993973	2.0179110386214667	1.276792203146715	0.11019831465801216	2.1357015459797175	0.409458045336889	0.37255928322939524	0.9156365648919238	0.054146294779167936	43.314114071583745	105.78985406681271	42.02785145030482	109.61708439667076	0.5
55	59	Female	Any	old_3	Melanocytic lineage	cfdna	5.10008792543515	337	0.13903795880080386	0.020917734739903188	0.14450104139688236	0.02015403618131424	2.7450605621743103	2.38451304469125	0.12180636907751212	2.868580718679404	0.557179996915018	0.521262711626085	0.9538446758890553	0.07040132202981929	71.5310491992652	139.00916989107503	70.33397948239119	144.81139628365605	0.75
55	59	Female	Any	old_3	Melanocytic lineage	cfdna	9.270331148356028	337	0.29939134948979884	0.05385817091192841	0.30886290819365336	0.05222347951886669	5.997218274949718	5.23239822820897	0.26252139193811763	6.144985843423795	0.772470254954126	0.753776149180373	0.978769698930279	0.14944536532769484	300.5667788152332	313.49053938495024	296.87318765654186	326.38338955961655	0.975
55	59	Female	Any	old_3	Myeloid lineage	cfdna	0.20916649518401043	337	0	0.008343715858076833	0	0.008014292214449483	0.15853559123477493	4.269459691735466e-4	0.04183356165934145	0.20593282546005554	0.05785687340015673	8.045347703614716e-4	0.008734826725713473	0.05523989564867554	Inf	21.76318616907987	Inf	22.53643426713876	0.025
55	59	Female	Any	old_3	Myeloid lineage	cfdna	0.34535244717912006	337	0	0.008994561570543435	0	0.008663406175224686	0.29572672284612184	0.00124704061364819	0.04551990684517841	0.3426801259825687	0.09289327627493124	0.0027743981334855425	0.024475564391684978	0.08872956900052832	Inf	36.20951619183006	Inf	37.40872866144652	0.25
55	59	Female	Any	old_3	Myeloid lineage	cfdna	0.44606956680509546	337	0	0.009376161465494956	0	0.009047786228549837	0.39446976912111686	0.002121392254117312	0.048128753793735046	0.44379496502230376	0.11976505069840432	0.004672898738962458	0.04134516795766212	0.1136041842609308	Inf	46.658091824723456	Inf	48.31475143050355	0.5
55	59	Female	Any	old_3	Myeloid lineage	cfdna	0.553166691018685	337	0	0.00977221340110033	0	0.009448710091263472	0.49801517382776317	0.0034564759006748026	0.05124938828553872	0.5509666218681041	0.14900805961353808	0.008637243396697048	0.06563258451939794	0.14217619160928838	Inf	57.23669593686501	Inf	59.32453430728681	0.75
55	59	Female	Any	old_3	Myeloid lineage	cfdna	0.9137100478548749	337	0	0.011462177850586817	0	0.010999668170639777	0.8619880838646881	0.007971767550720519	0.06597031923604194	0.9116307719552186	0.2458498556019793	0.02374382967970927	0.14573998807652502	0.24343879639910415	Inf	96.92191586797597	Inf	99.69858212587872	0.975
55	59	Female	Any	old_3	Neuroendocrine cells	cfdna	21.51695291281485	337	3.047888531167974	0.29947005629131285	2.805259587974009	0.2804776269149082	10.151244270788819	8.468444888836164	1.377663656507579	12.155484013301194	0.17829536511550692	0.14520325336459083	0.7582666339739177	0.033075358460577894	6.32566673839547	26.630962142076715	6.853410393937292	28.643869137112816	0.025
55	59	Female	Any	old_3	Neuroendocrine cells	cfdna	31.68096119702956	337	3.382362975316731	0.401548401546286	3.118589649208255	0.37156810084828157	19.72422205302316	9.315873466074201	1.7195246172571705	22.017338023706696	0.2595463211824476	0.21276882609040015	0.8101326466321657	0.05327520745440819	8.927272358586979	42.48727282763747	9.667762568167356	46.02573553351452	0.25
55	59	Female	Any	old_3	Neuroendocrine cells	cfdna	37.519621860035215	337	3.5559430042061644	0.4679053062245846	3.2760016448132987	0.4341217091506575	25.91817442313642	9.751108705292673	1.9486284371961515	27.817457712895813	0.3097747976162445	0.25718453552188963	0.8326988545793849	0.0698699385855216	10.588524896644962	58.91395978053767	11.509204976429386	63.391039062477354	0.5
55	59	Female	Any	old_3	Neuroendocrine cells	cfdna	45.717620618204194	337	3.7557546188646795	0.56502048965114815	3.4615791701849568	0.5241477114629782	33.90669858836341	10.163934480974792	2.285069092641889	35.985314944955704	0.3748812790718329	0.30672263678827866	0.8505513213306626	0.09541997472208395	12.937966230323838	79.92828549345259	14.044233565639288	85.27322659802925	0.75
55	59	Female	Any	old_3	Neuroendocrine cells	cfdna	65.75306169974561	337	4.031094352238567	0.8222330400618152	3.7194067844671515	0.7601207387302338	54.20284471044593	10.744747400289597	3.1012533139091416	56.234755922619804	0.5234274297085741	0.4337911441726966	0.8766950486515142	0.15425061922143568	19.116802143341936	129.96576621955572	20.79827978087402	140.06145261864214	0.975
55	59	Female	Any	old_3	Ovary	cfdna	18.034590771390597	337	2.630964060800644	0.0788060344840772	2.6379334563137573	0.0752899915578854	6.136485610738738	9.412657557887112	0.4937139808895836	7.089596971368211	0.2867244106890314	0.2638852701870964	0.8415123967830492	0.022970918417544117	4.840049718638509	40.70658884845154	4.819933925396348	42.14376695914336	0.025
55	59	Female	Any	old_3	Ovary	cfdna	24.13687007480712	337	3.5815303564866916	0.10780653940747134	3.5909842586108662	0.10428034240720033	10.836905796341338	11.505228101990278	0.7312583461952586	11.86285530905568	0.40436684648621135	0.3735534844044808	0.9129822051011518	0.04248368494580425	5.955530597032349	79.2558555166955	5.928868793332361	82.33883750401918	0.25
55	59	Female	Any	old_3	Ovary	cfdna	28.270275745504037	337	4.097092046108069	0.13447414855260995	4.112473337719598	0.13069199568711581	14.815247866794278	12.645651393981543	0.9177109357774084	15.757601044402954	0.48075345499852334	0.4466976474932106	0.9309004323070351	0.06176973873687112	6.92835774642384	111.78977519158856	6.909567508787356	115.32446133868686	0.5
55	59	Female	Any	old_3	Ovary	cfdna	33.36825740080084	337	4.59327276642308	0.17987804912577599	4.610130028303285	0.17350113765894123	19.489599233650736	13.832765435744236	1.209455929420534	20.41428611691626	0.5572989457716195	0.5180672543515147	0.9456037767041012	0.0853663133540679	8.500621449926708	157.97514770491063	8.47622391685546	162.47813016615265	0.75
55	59	Female	Any	old_3	Ovary	cfdna	46.991126240210754	337	5.4161847973179	0.31115820131453864	5.436456319080122	0.3033929270960535	32.20298143052243	15.764658925672759	2.1433537670760296	33.13682038462706	0.69715910578421	0.6409557891406574	0.9617914901838887	0.16810083257249717	12.470440068832882	279.7911580806624	12.431503614900194	290.0550125995541	0.975
55	59	Female	Any	old_3	Pancreas, gallbladder	cfdna	27.917496478533643	337	1.361925457451926	0.4165125251603904	1.2888604533172092	0.38839125050438433	15.46837522218382	8.229434723000134	2.1983549175091968	18.727751628204913	0.1451644259364635	0.11012445317217742	0.6570701024999407	0.03749412137924581	14.474477931552636	26.490999325005568	15.220130462453792	27.841835753327885	0.025
55	59	Female	Any	old_3	Pancreas, gallbladder	cfdna	41.63299392675786	337	1.7092970802333176	0.5855132055717106	1.621769537370782	0.5492028927525933	28.94676364281122	9.125682024108924	2.848760292948349	32.19138101925172	0.20620531637774359	0.15089400897979466	0.7194646064505598	0.059847322345789454	21.73487197507654	47.25204602937051	22.82748393552023	49.93778442645492	0.25
