Sex	Lower	Upper	SEER_Draw	NET	Stage	Months	CSS	CSS_flag	OS	OS_flag	NCS
Male	45	49	Liver/Bile-duct	NotExpected	NotStaged	144	0.103	FALSE	0.068	FALSE	0.6601941747572816
Male	45	49	Liver/Bile-duct	NotExpected	NotStaged	156	0.103	FALSE	0.062	FALSE	0.6019417475728156
Male	45	49	Liver/Bile-duct	NotExpected	NotStaged	168	0.103	FALSE	0.055	FALSE	0.5339805825242718
Male	45	49	Liver/Bile-duct	NotExpected	NotStaged	180	0.103	FALSE	0.055	FALSE	0.5339805825242718
Male	45	49	Liver/Bile-duct	NotExpected	NotStaged	191	0.103	TRUE	0.055	TRUE	0.5339805825242718
Male	45	49	Lung	No	I	12	0.93	FALSE	0.901	FALSE	0.9688172043010752
Male	45	49	Lung	No	I	24	0.853	FALSE	0.809	FALSE	0.9484173505275499
Male	45	49	Lung	No	I	36	0.772	FALSE	0.726	FALSE	0.9404145077720206
Male	45	49	Lung	No	I	48	0.733	FALSE	0.671	FALSE	0.9154160982264666
Male	45	49	Lung	No	I	60	0.718	FALSE	0.652	FALSE	0.9080779944289694
Male	45	49	Lung	No	I	72	0.707	FALSE	0.631	FALSE	0.8925035360678926
Male	45	49	Lung	No	I	84	0.69	FALSE	0.601	FALSE	0.8710144927536232
Male	45	49	Lung	No	I	96	0.674	FALSE	0.576	FALSE	0.8545994065281898
Male	45	49	Lung	No	I	108	0.646	FALSE	0.537	FALSE	0.8312693498452013
Male	45	49	Lung	No	I	120	0.625	FALSE	0.511	FALSE	0.8176
Male	45	49	Lung	No	I	132	0.621	FALSE	0.496	FALSE	0.7987117552334944
Male	45	49	Lung	No	I	144	0.609	FALSE	0.482	FALSE	0.7914614121510674
Male	45	49	Lung	No	I	156	0.588	FALSE	0.46	FALSE	0.7823129251700681
Male	45	49	Lung	No	I	168	0.578	FALSE	0.434	FALSE	0.7508650519031143
Male	45	49	Lung	No	I	180	0.578	FALSE	0.434	FALSE	0.7508650519031143
Male	45	49	Lung	No	I	191	0.551	FALSE	0.413	FALSE	0.749546279491833
Male	45	49	Lung	No	II	12	0.863	FALSE	0.856	FALSE	0.9918887601390498
Male	45	49	Lung	No	II	24	0.697	FALSE	0.668	FALSE	0.9583931133428982
Male	45	49	Lung	No	II	36	0.606	FALSE	0.556	FALSE	0.9174917491749176
Male	45	49	Lung	No	II	48	0.565	FALSE	0.508	FALSE	0.8991150442477877
Male	45	49	Lung	No	II	60	0.54	FALSE	0.465	FALSE	0.861111111111111
Male	45	49	Lung	No	II	72	0.515	FALSE	0.444	FALSE	0.861111111111111
Male	45	49	Lung	No	II	84	0.502	FALSE	0.433	FALSE	0.861111111111111
Male	45	49	Lung	No	II	96	0.488	FALSE	0.409	FALSE	0.8381147540983607
Male	45	49	Lung	No	II	108	0.473	FALSE	0.384	FALSE	0.8118393234672305
Male	45	49	Lung	No	II	120	0.447	FALSE	0.356	FALSE	0.7964205816554809
Male	45	49	Lung	No	II	132	0.437	FALSE	0.347	FALSE	0.7940503432494279
Male	45	49	Lung	No	II	144	0.402	FALSE	0.301	FALSE	0.7487562189054726
Male	45	49	Lung	No	II	156	0.402	FALSE	0.301	FALSE	0.7487562189054726
Male	45	49	Lung	No	II	168	0.402	FALSE	0.301	FALSE	0.7487562189054726
Male	45	49	Lung	No	II	180	0.402	FALSE	0.301	FALSE	0.7487562189054726
Male	45	49	Lung	No	II	191	0.402	TRUE	0.301	TRUE	0.7487562189054726
Male	45	49	Lung	No	III	12	0.623	FALSE	0.609	FALSE	0.9775280898876404
Male	45	49	Lung	No	III	24	0.412	FALSE	0.396	FALSE	0.9611650485436894
Male	45	49	Lung	No	III	36	0.309	FALSE	0.292	FALSE	0.9449838187702265
Male	45	49	Lung	No	III	48	0.266	FALSE	0.244	FALSE	0.9172932330827067
Male	45	49	Lung	No	III	60	0.237	FALSE	0.216	FALSE	0.9113924050632912
Male	45	49	Lung	No	III	72	0.216	FALSE	0.195	FALSE	0.9027777777777778
Male	45	49	Lung	No	III	84	0.207	FALSE	0.181	FALSE	0.8743961352657005
Male	45	49	Lung	No	III	96	0.202	FALSE	0.172	FALSE	0.8514851485148514
Male	45	49	Lung	No	III	108	0.192	FALSE	0.163	FALSE	0.8489583333333334
Male	45	49	Lung	No	III	120	0.18	FALSE	0.148	FALSE	0.8222222222222222
Male	45	49	Lung	No	III	132	0.173	FALSE	0.132	FALSE	0.7630057803468209
Male	45	49	Lung	No	III	144	0.166	FALSE	0.121	FALSE	0.7289156626506024
Male	45	49	Lung	No	III	156	0.159	FALSE	0.114	FALSE	0.7169811320754718
Male	45	49	Lung	No	III	168	0.154	FALSE	0.11	FALSE	0.7142857142857143
Male	45	49	Lung	No	III	180	0.143	FALSE	0.102	FALSE	0.7132867132867133
Male	45	49	Lung	No	III	191	0.143	TRUE	0.102	TRUE	0.7132867132867133
Male	45	49	Lung	No	IV	12	0.33	FALSE	0.314	FALSE	0.9515151515151514
Male	45	49	Lung	No	IV	24	0.173	FALSE	0.162	FALSE	0.9364161849710984
Male	45	49	Lung	No	IV	36	0.102	FALSE	0.093	FALSE	0.911764705882353
Male	45	49	Lung	No	IV	48	0.074	FALSE	0.067	FALSE	0.9054054054054055
Male	45	49	Lung	No	IV	60	0.063	FALSE	0.057	FALSE	0.9047619047619048
Male	45	49	Lung	No	IV	72	0.051	FALSE	0.045	FALSE	0.8823529411764706
Male	45	49	Lung	No	IV	84	0.045	FALSE	0.038	FALSE	0.8444444444444444
Male	45	49	Lung	No	IV	96	0.041	FALSE	0.034	FALSE	0.8292682926829269
Male	45	49	Lung	No	IV	108	0.039	FALSE	0.032	FALSE	0.8205128205128205
Male	45	49	Lung	No	IV	120	0.037	FALSE	0.029	FALSE	0.7837837837837839
Male	45	49	Lung	No	IV	132	0.037	FALSE	0.029	FALSE	0.7837837837837839
Male	45	49	Lung	No	IV	144	0.035	FALSE	0.027	FALSE	0.7714285714285714
Male	45	49	Lung	No	IV	156	0.035	FALSE	0.024	FALSE	0.6857142857142856
Male	45	49	Lung	No	IV	168	0.035	FALSE	0.024	FALSE	0.6857142857142856
Male	45	49	Lung	No	IV	180	0.029	FALSE	0.02	FALSE	0.6857142857142856
Male	45	49	Lung	No	IV	191	0.029	TRUE	0.02	TRUE	0.6857142857142856
Male	45	49	Lung	No	NotStaged	12	0.577	FALSE	0.536	FALSE	0.9289428076256501
Male	45	49	Lung	No	NotStaged	24	0.418	FALSE	0.376	FALSE	0.8995215311004785
Male	45	49	Lung	No	NotStaged	36	0.376	FALSE	0.324	FALSE	0.8617021276595745
Male	45	49	Lung	No	NotStaged	48	0.325	FALSE	0.272	FALSE	0.836923076923077
Male	45	49	Lung	No	NotStaged	60	0.291	FALSE	0.243	FALSE	0.8350515463917526
Male	45	49	Lung	No	NotStaged	72	0.273	FALSE	0.224	FALSE	0.8205128205128205
Male	45	49	Lung	No	NotStaged	84	0.267	FALSE	0.214	FALSE	0.8014981273408239
Male	45	49	Lung	No	NotStaged	96	0.267	FALSE	0.209	FALSE	0.7827715355805243
Male	45	49	Lung	No	NotStaged	108	0.253	FALSE	0.198	FALSE	0.782608695652174
Male	45	49	Lung	No	NotStaged	120	0.253	FALSE	0.187	FALSE	0.7391304347826086
Male	45	49	Lung	No	NotStaged	132	0.253	FALSE	0.187	FALSE	0.7391304347826086
Male	45	49	Lung	No	NotStaged	144	0.253	FALSE	0.187	FALSE	0.7391304347826086
Male	45	49	Lung	No	NotStaged	156	0.242	FALSE	0.179	FALSE	0.7391304347826086
Male	45	49	Lung	No	NotStaged	168	0.242	FALSE	0.158	FALSE	0.6528925619834711
Male	45	49	Lung	No	NotStaged	180	0.242	FALSE	0.145	FALSE	0.5991735537190083
Male	45	49	Lung	No	NotStaged	191	0.242	TRUE	0.145	TRUE	0.5991735537190083
Male	45	49	Lung	NET	I	12	1	FALSE	0.933	FALSE	0.933
Male	45	49	Lung	NET	I	24	0.92	FALSE	0.797	FALSE	0.866304347826087
Male	45	49	Lung	NET	I	36	0.92	FALSE	0.797	FALSE	0.866304347826087
Male	45	49	Lung	NET	I	48	0.92	FALSE	0.762	FALSE	0.8282608695652174
Male	45	49	Lung	NET	I	60	0.836	FALSE	0.693	FALSE	0.8282608695652174
Male	45	49	Lung	NET	I	72	0.79	FALSE	0.589	FALSE	0.7455696202531645
Male	45	49	Lung	NET	I	84	0.79	FALSE	0.589	FALSE	0.7455696202531645
Male	45	49	Lung	NET	I	96	0.79	FALSE	0.589	FALSE	0.7455696202531645
Male	45	49	Lung	NET	I	108	0.79	FALSE	0.589	FALSE	0.7455696202531645
Male	45	49	Lung	NET	I	120	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	132	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	144	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	156	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	168	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	180	0.718	FALSE	0.535	FALSE	0.7451253481894151
Male	45	49	Lung	NET	I	191	0.718	TRUE	0.535	TRUE	0.7451253481894151
Male	45	49	Lung	NET	II	12	0.842	FALSE	0.842	FALSE	1
Male	45	49	Lung	NET	II	24	0.632	FALSE	0.632	FALSE	1
Male	45	49	Lung	NET	II	36	0.632	FALSE	0.632	FALSE	1
Male	45	49	Lung	NET	II	48	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	60	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	72	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	84	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	96	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	108	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	120	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	132	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	144	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	156	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	168	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	180	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	II	191	0.526	FALSE	0.474	FALSE	0.9011406844106463
Male	45	49	Lung	NET	III	12	0.687	FALSE	0.677	FALSE	0.9854439592430859
Male	45	49	Lung	NET	III	24	0.366	FALSE	0.363	FALSE	0.9854439592430859
Male	45	49	Lung	NET	III	36	0.255	FALSE	0.256	FALSE	0.9854439592430859
Male	45	49	Lung	NET	III	48	0.189	FALSE	0.182	FALSE	0.9629629629629629
Male	45	49	Lung	NET	III	60	0.183	FALSE	0.172	FALSE	0.9398907103825136
Male	45	49	Lung	NET	III	72	0.156	FALSE	0.148	FALSE	0.9398907103825136
Male	45	49	Lung	NET	III	84	0.156	FALSE	0.142	FALSE	0.9102564102564101
Male	45	49	Lung	NET	III	96	0.156	FALSE	0.125	FALSE	0.8012820512820513
Male	45	49	Lung	NET	III	108	0.156	FALSE	0.125	FALSE	0.8012820512820513
Male	45	49	Lung	NET	III	120	0.148	FALSE	0.112	FALSE	0.7567567567567568
Male	45	49	Lung	NET	III	132	0.148	FALSE	0.112	FALSE	0.7567567567567568
Male	45	49	Lung	NET	III	144	0.148	FALSE	0.103	FALSE	0.6959459459459459
Male	45	49	Lung	NET	III	156	0.148	FALSE	0.093	FALSE	0.6283783783783784
Male	45	49	Lung	NET	III	168	0.148	FALSE	0.093	FALSE	0.6283783783783784
Male	45	49	Lung	NET	III	180	0.148	TRUE	0.093	TRUE	0.6283783783783784
Male	45	49	Lung	NET	III	191	0.148	TRUE	0.093	TRUE	0.6283783783783784
Male	45	49	Lung	NET	IV	12	0.296	FALSE	0.289	FALSE	0.9763513513513513
Male	45	49	Lung	NET	IV	24	0.101	FALSE	0.093	FALSE	0.9207920792079207
Male	45	49	Lung	NET	IV	36	0.054	FALSE	0.048	FALSE	0.888888888888889
Male	45	49	Lung	NET	IV	48	0.052	FALSE	0.047	FALSE	0.888888888888889
Male	45	49	Lung	NET	IV	60	0.044	FALSE	0.039	FALSE	0.8863636363636365
Male	45	49	Lung	NET	IV	72	0.04	FALSE	0.036	FALSE	0.8863636363636365
Male	45	49	Lung	NET	IV	84	0.034	FALSE	0.03	FALSE	0.8823529411764705
Male	45	49	Lung	NET	IV	96	0.034	FALSE	0.028	FALSE	0.8235294117647058
Male	45	49	Lung	NET	IV	108	0.034	FALSE	0.028	FALSE	0.8235294117647058
Male	45	49	Lung	NET	IV	120	0.031	FALSE	0.026	FALSE	0.8235294117647058
Male	45	49	Lung	NET	IV	132	0.026	FALSE	0.022	FALSE	0.8235294117647058
Male	45	49	Lung	NET	IV	144	0.021	FALSE	0.015	FALSE	0.7142857142857142
Male	45	49	Lung	NET	IV	156	0.021	FALSE	0.015	FALSE	0.7142857142857142
Male	45	49	Lung	NET	IV	168	0.016	FALSE	0.011	FALSE	0.6875
Male	45	49	Lung	NET	IV	180	0.011	FALSE	0.007	FALSE	0.6363636363636365
Male	45	49	Lung	NET	IV	191	0.011	TRUE	0.007	TRUE	0.6363636363636365
Male	45	49	Lung	NET	NotStaged	12	0.823	FALSE	0.799	FALSE	0.9708383961117862
Male	45	49	Lung	NET	NotStaged	24	0.754	FALSE	0.732	FALSE	0.9708222811671088
Male	45	49	Lung	NET	NotStaged	36	0.747	FALSE	0.725	FALSE	0.9705488621151271
Male	45	49	Lung	NET	NotStaged	48	0.74	FALSE	0.718	FALSE	0.9702702702702702
Male	45	49	Lung	NET	NotStaged	60	0.74	FALSE	0.711	FALSE	0.9608108108108108
Male	45	49	Lung	NET	NotStaged	72	0.726	FALSE	0.698	FALSE	0.9608108108108108
Male	45	49	Lung	NET	NotStaged	84	0.718	FALSE	0.677	FALSE	0.9428969359331477
Male	45	49	Lung	NET	NotStaged	96	0.71	FALSE	0.661	FALSE	0.9309859154929578
Male	45	49	Lung	NET	NotStaged	108	0.7	FALSE	0.652	FALSE	0.9309859154929578
Male	45	49	Lung	NET	NotStaged	120	0.7	FALSE	0.628	FALSE	0.8971428571428572
Male	45	49	Lung	NET	NotStaged	132	0.687	FALSE	0.616	FALSE	0.8966521106259097
Male	45	49	Lung	NET	NotStaged	144	0.687	FALSE	0.616	FALSE	0.8966521106259097
Male	45	49	Lung	NET	NotStaged	156	0.687	FALSE	0.616	FALSE	0.8966521106259097
Male	45	49	Lung	NET	NotStaged	168	0.687	FALSE	0.616	FALSE	0.8966521106259097
Male	45	49	Lung	NET	NotStaged	180	0.687	FALSE	0.616	FALSE	0.8966521106259097
Male	45	49	Lung	NET	NotStaged	191	0.687	TRUE	0.616	TRUE	0.8966521106259097
Male	45	49	Lymphoma	NotExpected	I	12	0.944	FALSE	0.932	FALSE	0.9872881355932205
Male	45	49	Lymphoma	NotExpected	I	24	0.925	FALSE	0.908	FALSE	0.9816216216216216
Male	45	49	Lymphoma	NotExpected	I	36	0.912	FALSE	0.893	FALSE	0.9791666666666666
Male	45	49	Lymphoma	NotExpected	I	48	0.907	FALSE	0.884	FALSE	0.9746416758544653
Male	45	49	Lymphoma	NotExpected	I	60	0.903	FALSE	0.877	FALSE	0.97120708748615725
Male	45	49	Lymphoma	NotExpected	I	72	0.9	FALSE	0.871	FALSE	0.9677777777777777
Male	45	49	Lymphoma	NotExpected	I	84	0.892	FALSE	0.859	FALSE	0.9630044843049327
Male	45	49	Lymphoma	NotExpected	I	96	0.888	FALSE	0.847	FALSE	0.9538288288288288
Male	45	49	Lymphoma	NotExpected	I	108	0.883	FALSE	0.834	FALSE	0.9445073612684031
Male	45	49	Lymphoma	NotExpected	I	120	0.878	FALSE	0.824	FALSE	0.9384965831435079
Male	45	49	Lymphoma	NotExpected	I	132	0.874	FALSE	0.816	FALSE	0.9336384439359268
Male	45	49	Lymphoma	NotExpected	I	144	0.874	FALSE	0.814	FALSE	0.9313501144164759
Male	45	49	Lymphoma	NotExpected	I	156	0.868	FALSE	0.804	FALSE	0.9262672811059909
Male	45	49	Lymphoma	NotExpected	I	168	0.863	FALSE	0.792	FALSE	0.917728852838934
Male	45	49	Lymphoma	NotExpected	I	180	0.863	FALSE	0.783	FALSE	0.9073001158748552
Male	45	49	Lymphoma	NotExpected	I	191	0.853	FALSE	0.774	FALSE	0.9073001158748552
Male	45	49	Lymphoma	NotExpected	II	12	0.936	FALSE	0.925	FALSE	0.9882478632478633
Male	45	49	Lymphoma	NotExpected	II	24	0.914	FALSE	0.894	FALSE	0.9781181619256017
Male	45	49	Lymphoma	NotExpected	II	36	0.904	FALSE	0.882	FALSE	0.9756637168141593
Male	45	49	Lymphoma	NotExpected	II	48	0.9	FALSE	0.873	FALSE	0.97
Male	45	49	Lymphoma	NotExpected	II	60	0.891	FALSE	0.857	FALSE	0.9618406285072951
Male	45	49	Lymphoma	NotExpected	II	72	0.886	FALSE	0.845	FALSE	0.9537246049661399
Male	45	49	Lymphoma	NotExpected	II	84	0.881	FALSE	0.825	FALSE	0.9364358683314414
Male	45	49	Lymphoma	NotExpected	II	96	0.876	FALSE	0.819	FALSE	0.934931506849315
Male	45	49	Lymphoma	NotExpected	II	108	0.873	FALSE	0.813	FALSE	0.9312714776632302
Male	45	49	Lymphoma	NotExpected	II	120	0.867	FALSE	0.796	FALSE	0.9181084198385236
Male	45	49	Lymphoma	NotExpected	II	132	0.864	FALSE	0.778	FALSE	0.900462962962963
Male	45	49	Lymphoma	NotExpected	II	144	0.861	FALSE	0.762	FALSE	0.8850174216027875
Male	45	49	Lymphoma	NotExpected	II	156	0.861	FALSE	0.759	FALSE	0.8815331010452961
Male	45	49	Lymphoma	NotExpected	II	168	0.849	FALSE	0.744	FALSE	0.8763250883392226
Male	45	49	Lymphoma	NotExpected	II	180	0.849	FALSE	0.744	FALSE	0.8763250883392226
Male	45	49	Lymphoma	NotExpected	II	191	0.849	FALSE	0.694	FALSE	0.8174322732626619
Male	45	49	Lymphoma	NotExpected	III	12	0.902	FALSE	0.874	FALSE	0.9689578713968957
Male	45	49	Lymphoma	NotExpected	III	24	0.836	FALSE	0.801	FALSE	0.9581339712918662
Male	45	49	Lymphoma	NotExpected	III	36	0.818	FALSE	0.774	FALSE	0.9462102689486553
Male	45	49	Lymphoma	NotExpected	III	48	0.807	FALSE	0.759	FALSE	0.9405204460966542
Male	45	49	Lymphoma	NotExpected	III	60	0.794	FALSE	0.742	FALSE	0.9345088161209067
Male	45	49	Lymphoma	NotExpected	III	72	0.783	FALSE	0.723	FALSE	0.9233716475095785
Male	45	49	Lymphoma	NotExpected	III	84	0.774	FALSE	0.705	FALSE	0.9108527131782945
Male	45	49	Lymphoma	NotExpected	III	96	0.767	FALSE	0.695	FALSE	0.9061277705345501
Male	45	49	Lymphoma	NotExpected	III	108	0.762	FALSE	0.68	FALSE	0.8923884514435696
Male	45	49	Lymphoma	NotExpected	III	120	0.76	FALSE	0.672	FALSE	0.8842105263157896
Male	45	49	Lymphoma	NotExpected	III	132	0.752	FALSE	0.657	FALSE	0.8736702127659575
Male	45	49	Lymphoma	NotExpected	III	144	0.744	FALSE	0.643	FALSE	0.864247311827957
Male	45	49	Lymphoma	NotExpected	III	156	0.74	FALSE	0.635	FALSE	0.8581081081081081
Male	45	49	Lymphoma	NotExpected	III	168	0.725	FALSE	0.618	FALSE	0.8524137931034483
Male	45	49	Lymphoma	NotExpected	III	180	0.718	FALSE	0.601	FALSE	0.8370473537604457
Male	45	49	Lymphoma	NotExpected	III	191	0.7	FALSE	0.54	FALSE	0.7714285714285716
Male	45	49	Lymphoma	NotExpected	IV	12	0.811	FALSE	0.78	FALSE	0.9617755856966708
Male	45	49	Lymphoma	NotExpected	IV	24	0.754	FALSE	0.717	FALSE	0.9509283819628647
Male	45	49	Lymphoma	NotExpected	IV	36	0.734	FALSE	0.695	FALSE	0.9468664850136239
Male	45	49	Lymphoma	NotExpected	IV	48	0.721	FALSE	0.673	FALSE	0.9334257975034675
Male	45	49	Lymphoma	NotExpected	IV	60	0.707	FALSE	0.654	FALSE	0.9250353606789251
Male	45	49	Lymphoma	NotExpected	IV	72	0.698	FALSE	0.643	FALSE	0.9212034383954155
Male	45	49	Lymphoma	NotExpected	IV	84	0.686	FALSE	0.623	FALSE	0.9081632653061223
Male	45	49	Lymphoma	NotExpected	IV	96	0.675	FALSE	0.611	FALSE	0.9051851851851851
Male	45	49	Lymphoma	NotExpected	IV	108	0.663	FALSE	0.592	FALSE	0.8929110105580693
Male	45	49	Lymphoma	NotExpected	IV	120	0.658	FALSE	0.573	FALSE	0.870820668693009
Male	45	49	Lymphoma	NotExpected	IV	132	0.651	FALSE	0.556	FALSE	0.8540706605222734
Male	45	49	Lymphoma	NotExpected	IV	144	0.644	FALSE	0.539	FALSE	0.8369565217391305
Male	45	49	Lymphoma	NotExpected	IV	156	0.641	FALSE	0.524	FALSE	0.8174726989079564
Male	45	49	Lymphoma	NotExpected	IV	168	0.635	FALSE	0.504	FALSE	0.7937007874015748
Male	45	49	Lymphoma	NotExpected	IV	180	0.635	FALSE	0.486	FALSE	0.7653543307086614
Male	45	49	Lymphoma	NotExpected	IV	191	0.627	FALSE	0.48	FALSE	0.7653543307086614
Male	45	49	Lymphoma	NotExpected	NotStaged	12	0.882	FALSE	0.86	FALSE	0.9750566893424036
Male	45	49	Lymphoma	NotExpected	NotStaged	24	0.844	FALSE	0.818	FALSE	0.9691943127962085
Male	45	49	Lymphoma	NotExpected	NotStaged	36	0.828	FALSE	0.798	FALSE	0.963768115942029
Male	45	49	Lymphoma	NotExpected	NotStaged	48	0.823	FALSE	0.788	FALSE	0.9574726609963549
Male	45	49	Lymphoma	NotExpected	NotStaged	60	0.812	FALSE	0.768	FALSE	0.9458128078817734
Male	45	49	Lymphoma	NotExpected	NotStaged	72	0.801	FALSE	0.747	FALSE	0.9325842696629213
Male	45	49	Lymphoma	NotExpected	NotStaged	84	0.801	FALSE	0.739	FALSE	0.9225967540574281
Male	45	49	Lymphoma	NotExpected	NotStaged	96	0.792	FALSE	0.725	FALSE	0.9154040404040403
Male	45	49	Lymphoma	NotExpected	NotStaged	108	0.792	FALSE	0.722	FALSE	0.9116161616161615
Male	45	49	Lymphoma	NotExpected	NotStaged	120	0.78	FALSE	0.707	FALSE	0.9064102564102563
Male	45	49	Lymphoma	NotExpected	NotStaged	132	0.77	FALSE	0.699	FALSE	0.9064102564102563
Male	45	49	Lymphoma	NotExpected	NotStaged	144	0.77	FALSE	0.693	FALSE	0.8999999999999999
Male	45	49	Lymphoma	NotExpected	NotStaged	156	0.77	FALSE	0.693	FALSE	0.8999999999999999
Male	45	49	Lymphoma	NotExpected	NotStaged	168	0.759	FALSE	0.682	FALSE	0.8985507246376813
Male	45	49	Lymphoma	NotExpected	NotStaged	180	0.759	FALSE	0.658	FALSE	0.8669301712779974
Male	45	49	Lymphoma	NotExpected	NotStaged	191	0.722	FALSE	0.626	FALSE	0.8669301712779974
Male	45	49	Lymphoid Leukemia	NotExpected	I	12	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	24	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	36	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	48	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	60	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	72	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	84	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	96	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	108	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	120	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	132	0.941	FALSE	0.882	FALSE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	144	0.941	TRUE	0.882	TRUE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	156	0.941	TRUE	0.882	TRUE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	168	0.941	TRUE	0.882	TRUE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	180	0.941	TRUE	0.882	TRUE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	I	191	0.941	TRUE	0.882	TRUE	0.9373007438894794
Male	45	49	Lymphoid Leukemia	NotExpected	II	12	1	FALSE	1	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	24	1	FALSE	1	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	36	0.944	FALSE	0.944	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	48	0.889	FALSE	0.889	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	60	0.889	FALSE	0.889	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	72	0.889	FALSE	0.889	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	84	0.889	FALSE	0.889	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	96	0.889	FALSE	0.889	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	108	0.821	FALSE	0.821	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	120	0.821	FALSE	0.821	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	II	132	0.821	FALSE	0.547	FALSE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	II	144	0.821	TRUE	0.547	TRUE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	II	156	0.821	TRUE	0.547	TRUE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	II	168	0.821	TRUE	0.547	TRUE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	II	180	0.821	TRUE	0.547	TRUE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	II	191	0.821	TRUE	0.547	TRUE	0.6662606577344703
Male	45	49	Lymphoid Leukemia	NotExpected	III	12	0.944	FALSE	0.947	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	III	24	0.944	FALSE	0.947	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	III	36	0.944	FALSE	0.947	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	III	48	0.944	FALSE	0.947	FALSE	1
Male	45	49	Lymphoid Leukemia	NotExpected	III	60	0.885	FALSE	0.839	FALSE	0.9480225988700565
Male	45	49	Lymphoid Leukemia	NotExpected	III	72	0.885	FALSE	0.839	FALSE	0.9480225988700565
Male	45	49	Lymphoid Leukemia	NotExpected	III	84	0.885	FALSE	0.839	FALSE	0.9480225988700565
Male	45	49	Lymphoid Leukemia	NotExpected	III	96	0.885	FALSE	0.839	FALSE	0.9480225988700565
Male	45	49	Lymphoid Leukemia	NotExpected	III	108	0.885	FALSE	0.839	FALSE	0.9480225988700565
Male	45	49	Lymphoid Leukemia	NotExpected	III	120	0.885	FALSE	0.839	FALSE	0.9480225988700565
