Sex	Lower	Upper	SEER_Draw	NET	Stage	Months	CSS	CSS_flag	OS	OS_flag	NCS
Male	70	74	Sarcoma	NotExpected	III	180	0.318	FALSE	0.141	FALSE	0.4433962264150943
Male	70	74	Sarcoma	NotExpected	III	191	0.318	TRUE	0.141	TRUE	0.4433962264150943
Male	70	74	Sarcoma	NotExpected	IV	12	0.372	FALSE	0.338	FALSE	0.9086021505376345
Male	70	74	Sarcoma	NotExpected	IV	24	0.225	FALSE	0.198	FALSE	0.88
Male	70	74	Sarcoma	NotExpected	IV	36	0.146	FALSE	0.125	FALSE	0.8561643835616439
Male	70	74	Sarcoma	NotExpected	IV	48	0.128	FALSE	0.104	FALSE	0.8125
Male	70	74	Sarcoma	NotExpected	IV	60	0.108	FALSE	0.083	FALSE	0.7685185185185186
Male	70	74	Sarcoma	NotExpected	IV	72	0.101	FALSE	0.068	FALSE	0.6732673267326733
Male	70	74	Sarcoma	NotExpected	IV	84	0.093	FALSE	0.062	FALSE	0.6666666666666666
Male	70	74	Sarcoma	NotExpected	IV	96	0.093	FALSE	0.057	FALSE	0.6129032258064516
Male	70	74	Sarcoma	NotExpected	IV	108	0.093	FALSE	0.057	FALSE	0.6129032258064516
Male	70	74	Sarcoma	NotExpected	IV	120	0.093	FALSE	0.049	FALSE	0.5268817204301075
Male	70	74	Sarcoma	NotExpected	IV	132	0.093	FALSE	0.039	FALSE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	IV	144	0.093	FALSE	0.039	FALSE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	IV	156	0.093	FALSE	0.039	FALSE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	IV	168	0.093	TRUE	0.039	TRUE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	IV	180	0.093	TRUE	0.039	TRUE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	IV	191	0.093	TRUE	0.039	TRUE	0.41935483870967744
Male	70	74	Sarcoma	NotExpected	NotStaged	12	0.807	FALSE	0.78	FALSE	0.966542750929368
Male	70	74	Sarcoma	NotExpected	NotStaged	24	0.757	FALSE	0.721	FALSE	0.952443857331572
Male	70	74	Sarcoma	NotExpected	NotStaged	36	0.728	FALSE	0.674	FALSE	0.9258241758241759
Male	70	74	Sarcoma	NotExpected	NotStaged	48	0.709	FALSE	0.631	FALSE	0.8899858956276446
Male	70	74	Sarcoma	NotExpected	NotStaged	60	0.695	FALSE	0.594	FALSE	0.8546762589928057
Male	70	74	Sarcoma	NotExpected	NotStaged	72	0.684	FALSE	0.557	FALSE	0.814327485380117
Male	70	74	Sarcoma	NotExpected	NotStaged	84	0.668	FALSE	0.519	FALSE	0.7769461077844311
Male	70	74	Sarcoma	NotExpected	NotStaged	96	0.662	FALSE	0.475	FALSE	0.7175226586102719
Male	70	74	Sarcoma	NotExpected	NotStaged	108	0.654	FALSE	0.448	FALSE	0.6850152905198776
Male	70	74	Sarcoma	NotExpected	NotStaged	120	0.642	FALSE	0.417	FALSE	0.6495327102803737
Male	70	74	Sarcoma	NotExpected	NotStaged	132	0.642	FALSE	0.385	FALSE	0.5996884735202492
Male	70	74	Sarcoma	NotExpected	NotStaged	144	0.637	FALSE	0.335	FALSE	0.5259026687598116
Male	70	74	Sarcoma	NotExpected	NotStaged	156	0.623	FALSE	0.308	FALSE	0.4943820224719101
Male	70	74	Sarcoma	NotExpected	NotStaged	168	0.603	FALSE	0.269	FALSE	0.4461028192371476
Male	70	74	Sarcoma	NotExpected	NotStaged	180	0.587	FALSE	0.223	FALSE	0.3798977853492334
Male	70	74	Sarcoma	NotExpected	NotStaged	191	0.587	FALSE	0.223	FALSE	0.3798977853492334
Male	70	74	Stomach	No	I	12	0.821	FALSE	0.779	FALSE	0.94884287454324
Male	70	74	Stomach	No	I	24	0.735	FALSE	0.667	FALSE	0.907482993197279
Male	70	74	Stomach	No	I	36	0.69	FALSE	0.614	FALSE	0.8898550724637682
Male	70	74	Stomach	No	I	48	0.654	FALSE	0.557	FALSE	0.8516819571865444
Male	70	74	Stomach	No	I	60	0.625	FALSE	0.515	FALSE	0.8240000000000001
Male	70	74	Stomach	No	I	72	0.61	FALSE	0.484	FALSE	0.7934426229508197
Male	70	74	Stomach	No	I	84	0.599	FALSE	0.45	FALSE	0.7512520868113522
Male	70	74	Stomach	No	I	96	0.589	FALSE	0.41	FALSE	0.6960950764006791
Male	70	74	Stomach	No	I	108	0.584	FALSE	0.368	FALSE	0.6301369863013699
Male	70	74	Stomach	No	I	120	0.572	FALSE	0.347	FALSE	0.6066433566433567
Male	70	74	Stomach	No	I	132	0.568	FALSE	0.318	FALSE	0.5598591549295775
Male	70	74	Stomach	No	I	144	0.565	FALSE	0.289	FALSE	0.5115044247787611
Male	70	74	Stomach	No	I	156	0.553	FALSE	0.261	FALSE	0.47197106690777574
Male	70	74	Stomach	No	I	168	0.535	FALSE	0.236	FALSE	0.44112149532710276
Male	70	74	Stomach	No	I	180	0.515	FALSE	0.215	FALSE	0.4174757281553398
Male	70	74	Stomach	No	I	191	0.515	FALSE	0.173	FALSE	0.33592233009708733
Male	70	74	Stomach	No	II	12	0.81	FALSE	0.765	FALSE	0.9444444444444444
Male	70	74	Stomach	No	II	24	0.612	FALSE	0.547	FALSE	0.8937908496732027
Male	70	74	Stomach	No	II	36	0.492	FALSE	0.421	FALSE	0.8556910569105691
Male	70	74	Stomach	No	II	48	0.444	FALSE	0.362	FALSE	0.8153153153153153
Male	70	74	Stomach	No	II	60	0.405	FALSE	0.318	FALSE	0.7851851851851851
Male	70	74	Stomach	No	II	72	0.385	FALSE	0.29	FALSE	0.7532467532467532
Male	70	74	Stomach	No	II	84	0.358	FALSE	0.253	FALSE	0.7067039106145252
Male	70	74	Stomach	No	II	96	0.343	FALSE	0.225	FALSE	0.6559766763848396
Male	70	74	Stomach	No	II	108	0.334	FALSE	0.196	FALSE	0.5868263473053892
Male	70	74	Stomach	No	II	120	0.322	FALSE	0.172	FALSE	0.5341614906832297
Male	70	74	Stomach	No	II	132	0.308	FALSE	0.16	FALSE	0.5194805194805195
Male	70	74	Stomach	No	II	144	0.285	FALSE	0.121	FALSE	0.424561403508772
Male	70	74	Stomach	No	II	156	0.285	FALSE	0.104	FALSE	0.3649122807017544
Male	70	74	Stomach	No	II	168	0.285	FALSE	0.092	FALSE	0.32280701754385965
Male	70	74	Stomach	No	II	180	0.285	FALSE	0.092	FALSE	0.32280701754385965
Male	70	74	Stomach	No	II	191	0.285	TRUE	0.092	TRUE	0.32280701754385965
Male	70	74	Stomach	No	III	12	0.659	FALSE	0.607	FALSE	0.921092564491654
Male	70	74	Stomach	No	III	24	0.405	FALSE	0.358	FALSE	0.8839506172839505
Male	70	74	Stomach	No	III	36	0.297	FALSE	0.25	FALSE	0.8417508417508418
Male	70	74	Stomach	No	III	48	0.246	FALSE	0.201	FALSE	0.8170731707317074
Male	70	74	Stomach	No	III	60	0.214	FALSE	0.167	FALSE	0.780373831775701
Male	70	74	Stomach	No	III	72	0.196	FALSE	0.149	FALSE	0.760204081632653
Male	70	74	Stomach	No	III	84	0.177	FALSE	0.132	FALSE	0.7457627118644069
Male	70	74	Stomach	No	III	96	0.177	FALSE	0.129	FALSE	0.728813559322034
Male	70	74	Stomach	No	III	108	0.177	FALSE	0.116	FALSE	0.6553672316384181
Male	70	74	Stomach	No	III	120	0.159	FALSE	0.1	FALSE	0.6289308176100629
Male	70	74	Stomach	No	III	132	0.159	FALSE	0.095	FALSE	0.5974842767295597
Male	70	74	Stomach	No	III	144	0.147	FALSE	0.083	FALSE	0.5646258503401361
Male	70	74	Stomach	No	III	156	0.147	FALSE	0.075	FALSE	0.5102040816326531
Male	70	74	Stomach	No	III	168	0.147	FALSE	0.053	FALSE	0.36054421768707484
Male	70	74	Stomach	No	III	180	0.147	FALSE	0.053	FALSE	0.36054421768707484
Male	70	74	Stomach	No	III	191	0.147	TRUE	0.053	TRUE	0.36054421768707484
Male	70	74	Stomach	No	IV	12	0.308	FALSE	0.286	FALSE	0.9285714285714285
Male	70	74	Stomach	No	IV	24	0.134	FALSE	0.12	FALSE	0.8955223880597014
Male	70	74	Stomach	No	IV	36	0.076	FALSE	0.066	FALSE	0.868421052631579
Male	70	74	Stomach	No	IV	48	0.048	FALSE	0.041	FALSE	0.8541666666666666
Male	70	74	Stomach	No	IV	60	0.035	FALSE	0.028	FALSE	0.7999999999999999
Male	70	74	Stomach	No	IV	72	0.032	FALSE	0.024	FALSE	0.75
Male	70	74	Stomach	No	IV	84	0.027	FALSE	0.019	FALSE	0.7037037037037037
Male	70	74	Stomach	No	IV	96	0.023	FALSE	0.015	FALSE	0.6521739130434783
Male	70	74	Stomach	No	IV	108	0.023	FALSE	0.014	FALSE	0.6086956521739131
Male	70	74	Stomach	No	IV	120	0.02	FALSE	0.012	FALSE	0.6
Male	70	74	Stomach	No	IV	132	0.02	FALSE	0.01	FALSE	0.5
Male	70	74	Stomach	No	IV	144	0.02	FALSE	0.009	FALSE	0.44999999999999996
Male	70	74	Stomach	No	IV	156	0.02	TRUE	0	FALSE	0
Male	70	74	Stomach	No	IV	168	0.02	TRUE	0	FALSE	0
Male	70	74	Stomach	No	IV	180	0.02	TRUE	0	FALSE	0
Male	70	74	Stomach	No	IV	191	0.02	TRUE	0	FALSE	0
Male	70	74	Stomach	No	NotStaged	12	0.66	FALSE	0.614	FALSE	0.9303030303030303
Male	70	74	Stomach	No	NotStaged	24	0.573	FALSE	0.51	FALSE	0.8900523560209425
Male	70	74	Stomach	No	NotStaged	36	0.53	FALSE	0.459	FALSE	0.8660377358490566
Male	70	74	Stomach	No	NotStaged	48	0.492	FALSE	0.405	FALSE	0.8231707317073171
Male	70	74	Stomach	No	NotStaged	60	0.475	FALSE	0.376	FALSE	0.791578947368421
Male	70	74	Stomach	No	NotStaged	72	0.466	FALSE	0.364	FALSE	0.7811158798283261
Male	70	74	Stomach	No	NotStaged	84	0.448	FALSE	0.339	FALSE	0.7566964285714286
Male	70	74	Stomach	No	NotStaged	96	0.442	FALSE	0.314	FALSE	0.7104072398190046
Male	70	74	Stomach	No	NotStaged	108	0.435	FALSE	0.284	FALSE	0.6528735632183907
Male	70	74	Stomach	No	NotStaged	120	0.422	FALSE	0.256	FALSE	0.6066350710900474
Male	70	74	Stomach	No	NotStaged	132	0.41	FALSE	0.232	FALSE	0.5658536585365854
Male	70	74	Stomach	No	NotStaged	144	0.41	FALSE	0.189	FALSE	0.4609756097560976
Male	70	74	Stomach	No	NotStaged	156	0.41	FALSE	0.189	FALSE	0.4609756097560976
Male	70	74	Stomach	No	NotStaged	168	0.39	FALSE	0.18	FALSE	0.4609756097560976
Male	70	74	Stomach	No	NotStaged	180	0.39	FALSE	0.166	FALSE	0.42564102564102563
Male	70	74	Stomach	No	NotStaged	191	0.39	TRUE	0.166	TRUE	0.42564102564102563
Male	70	74	Stomach	NET	I	12	0.929	FALSE	0.875	FALSE	0.9418729817007534
Male	70	74	Stomach	NET	I	24	0.929	FALSE	0.813	FALSE	0.8751345532831
Male	70	74	Stomach	NET	I	36	0.929	FALSE	0.75	FALSE	0.8073196986006458
Male	70	74	Stomach	NET	I	48	0.851	FALSE	0.688	FALSE	0.8073196986006458
Male	70	74	Stomach	NET	I	60	0.774	FALSE	0.625	FALSE	0.8073196986006458
Male	70	74	Stomach	NET	I	72	0.774	FALSE	0.625	FALSE	0.8073196986006458
Male	70	74	Stomach	NET	I	84	0.774	FALSE	0.5	FALSE	0.6459948320413437
Male	70	74	Stomach	NET	I	96	0.774	FALSE	0.5	FALSE	0.6459948320413437
Male	70	74	Stomach	NET	I	108	0.774	FALSE	0.5	FALSE	0.6459948320413437
Male	70	74	Stomach	NET	I	120	0.774	FALSE	0.4	FALSE	0.516795865633075
Male	70	74	Stomach	NET	I	132	0.387	FALSE	0.2	FALSE	0.516795865633075
Male	70	74	Stomach	NET	I	144	0.387	TRUE	0.2	TRUE	0.516795865633075
Male	70	74	Stomach	NET	I	156	0.387	TRUE	0.2	TRUE	0.516795865633075
Male	70	74	Stomach	NET	I	168	0.387	TRUE	0.2	TRUE	0.516795865633075
Male	70	74	Stomach	NET	I	180	0.387	TRUE	0.2	TRUE	0.516795865633075
Male	70	74	Stomach	NET	I	191	0.387	TRUE	0.2	TRUE	0.516795865633075
Male	70	74	Stomach	NET	II	12	1	FALSE	0.667	FALSE	0.667
Male	70	74	Stomach	NET	II	24	1	FALSE	0.667	FALSE	0.667
Male	70	74	Stomach	NET	II	36	1	FALSE	0.667	FALSE	0.667
Male	70	74	Stomach	NET	II	48	0.5	FALSE	0.333	FALSE	0.666
Male	70	74	Stomach	NET	II	60	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	72	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	84	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	96	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	108	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	120	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	132	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	144	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	156	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	168	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	180	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	II	191	0	FALSE	0	FALSE	0.666
Male	70	74	Stomach	NET	III	12	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	24	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	36	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	48	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	60	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	72	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	84	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	96	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	108	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	120	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	132	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	144	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	156	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	168	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	180	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	III	191	0	TRUE	0	TRUE	NA
Male	70	74	Stomach	NET	IV	12	0.261	FALSE	0.28	FALSE	1
Male	70	74	Stomach	NET	IV	24	0.043	FALSE	0.08	FALSE	1
Male	70	74	Stomach	NET	IV	36	0	FALSE	0.04	FALSE	1
Male	70	74	Stomach	NET	IV	48	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	60	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	72	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	84	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	96	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	108	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	120	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	132	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	144	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	156	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	168	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	180	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	IV	191	0	FALSE	0	FALSE	1
Male	70	74	Stomach	NET	NotStaged	12	0.765	FALSE	0.765	FALSE	1
Male	70	74	Stomach	NET	NotStaged	24	0.765	FALSE	0.637	FALSE	0.8326797385620915
Male	70	74	Stomach	NET	NotStaged	36	0.612	FALSE	0.51	FALSE	0.8326797385620915
Male	70	74	Stomach	NET	NotStaged	48	0.612	FALSE	0.382	FALSE	0.6241830065359477
Male	70	74	Stomach	NET	NotStaged	60	0.612	FALSE	0.255	FALSE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	72	0.612	FALSE	0.255	FALSE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	84	0.612	FALSE	0.255	FALSE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	96	0.612	FALSE	0.255	FALSE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	108	0.612	FALSE	0.255	FALSE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	120	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	132	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	144	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	156	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	168	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	180	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Stomach	NET	NotStaged	191	0.612	TRUE	0.255	TRUE	0.4166666666666667
Male	70	74	Thyroid	NotExpected	I	12	0.998	FALSE	0.97	FALSE	0.9719438877755511
Male	70	74	Thyroid	NotExpected	I	24	0.998	FALSE	0.951	FALSE	0.9529058116232465
Male	70	74	Thyroid	NotExpected	I	36	0.996	FALSE	0.931	FALSE	0.9347389558232932
Male	70	74	Thyroid	NotExpected	I	48	0.993	FALSE	0.906	FALSE	0.9123867069486405
Male	70	74	Thyroid	NotExpected	I	60	0.993	FALSE	0.875	FALSE	0.8811681772406847
Male	70	74	Thyroid	NotExpected	I	72	0.993	FALSE	0.86	FALSE	0.8660624370594159
Male	70	74	Thyroid	NotExpected	I	84	0.985	FALSE	0.825	FALSE	0.8375634517766497
Male	70	74	Thyroid	NotExpected	I	96	0.985	FALSE	0.788	FALSE	0.8
Male	70	74	Thyroid	NotExpected	I	108	0.985	FALSE	0.757	FALSE	0.7685279187817259
Male	70	74	Thyroid	NotExpected	I	120	0.98	FALSE	0.716	FALSE	0.7306122448979592
Male	70	74	Thyroid	NotExpected	I	132	0.972	FALSE	0.662	FALSE	0.6810699588477367
Male	70	74	Thyroid	NotExpected	I	144	0.972	FALSE	0.619	FALSE	0.6368312757201646
Male	70	74	Thyroid	NotExpected	I	156	0.972	FALSE	0.553	FALSE	0.5689300411522634
Male	70	74	Thyroid	NotExpected	I	168	0.951	FALSE	0.489	FALSE	0.5141955835962145
Male	70	74	Thyroid	NotExpected	I	180	0.951	FALSE	0.395	FALSE	0.4153522607781283
Male	70	74	Thyroid	NotExpected	I	191	0.951	TRUE	0.395	TRUE	0.4153522607781283
Male	70	74	Thyroid	NotExpected	II	12	1	FALSE	0.988	FALSE	0.988
Male	70	74	Thyroid	NotExpected	II	24	1	FALSE	0.982	FALSE	0.982
Male	70	74	Thyroid	NotExpected	II	36	1	FALSE	0.941	FALSE	0.941
Male	70	74	Thyroid	NotExpected	II	48	1	FALSE	0.918	FALSE	0.918
Male	70	74	Thyroid	NotExpected	II	60	1	FALSE	0.888	FALSE	0.888
Male	70	74	Thyroid	NotExpected	II	72	1	FALSE	0.864	FALSE	0.864
Male	70	74	Thyroid	NotExpected	II	84	1	FALSE	0.826	FALSE	0.826
Male	70	74	Thyroid	NotExpected	II	96	1	FALSE	0.818	FALSE	0.818
Male	70	74	Thyroid	NotExpected	II	108	1	FALSE	0.809	FALSE	0.809
Male	70	74	Thyroid	NotExpected	II	120	1	FALSE	0.728	FALSE	0.728
Male	70	74	Thyroid	NotExpected	II	132	1	FALSE	0.706	FALSE	0.706
Male	70	74	Thyroid	NotExpected	II	144	1	FALSE	0.669	FALSE	0.669
Male	70	74	Thyroid	NotExpected	II	156	1	FALSE	0.577	FALSE	0.577
Male	70	74	Thyroid	NotExpected	II	168	1	FALSE	0.54	FALSE	0.54
Male	70	74	Thyroid	NotExpected	II	180	1	FALSE	0.44	FALSE	0.44
Male	70	74	Thyroid	NotExpected	II	191	1	TRUE	0.44	TRUE	0.44
Male	70	74	Thyroid	NotExpected	III	12	0.996	FALSE	0.976	FALSE	0.9799196787148594
Male	70	74	Thyroid	NotExpected	III	24	0.987	FALSE	0.955	FALSE	0.96757852077001
Male	70	74	Thyroid	NotExpected	III	36	0.983	FALSE	0.922	FALSE	0.9379450661241099
Male	70	74	Thyroid	NotExpected	III	48	0.97	FALSE	0.898	FALSE	0.9257731958762887
Male	70	74	Thyroid	NotExpected	III	60	0.961	FALSE	0.856	FALSE	0.890738813735692
Male	70	74	Thyroid	NotExpected	III	72	0.947	FALSE	0.811	FALSE	0.8563885955649421
Male	70	74	Thyroid	NotExpected	III	84	0.941	FALSE	0.784	FALSE	0.8331562167906483
Male	70	74	Thyroid	NotExpected	III	96	0.929	FALSE	0.727	FALSE	0.782561894510226
Male	70	74	Thyroid	NotExpected	III	108	0.921	FALSE	0.703	FALSE	0.763300760043431
Male	70	74	Thyroid	NotExpected	III	120	0.901	FALSE	0.638	FALSE	0.7081021087680355
Male	70	74	Thyroid	NotExpected	III	132	0.888	FALSE	0.612	FALSE	0.6891891891891891
Male	70	74	Thyroid	NotExpected	III	144	0.87	FALSE	0.565	FALSE	0.6494252873563218
Male	70	74	Thyroid	NotExpected	III	156	0.87	FALSE	0.535	FALSE	0.6149425287356323
Male	70	74	Thyroid	NotExpected	III	168	0.839	FALSE	0.497	FALSE	0.5923718712753278
Male	70	74	Thyroid	NotExpected	III	180	0.839	FALSE	0.497	FALSE	0.5923718712753278
Male	70	74	Thyroid	NotExpected	III	191	0.839	TRUE	0.497	TRUE	0.5923718712753278
Male	70	74	Thyroid	NotExpected	IV	12	0.822	FALSE	0.776	FALSE	0.9440389294403894
Male	70	74	Thyroid	NotExpected	IV	24	0.741	FALSE	0.67	FALSE	0.9041835357624832
Male	70	74	Thyroid	NotExpected	IV	36	0.691	FALSE	0.599	FALSE	0.8668596237337193
Male	70	74	Thyroid	NotExpected	IV	48	0.662	FALSE	0.556	FALSE	0.83987915407854985
Male	70	74	Thyroid	NotExpected	IV	60	0.624	FALSE	0.51	FALSE	0.8173076923076923
Male	70	74	Thyroid	NotExpected	IV	72	0.608	FALSE	0.479	FALSE	0.787828947368421
Male	70	74	Thyroid	NotExpected	IV	84	0.559	FALSE	0.419	FALSE	0.7495527728085867
Male	70	74	Thyroid	NotExpected	IV	96	0.532	FALSE	0.363	FALSE	0.6823308270676691
Male	70	74	Thyroid	NotExpected	IV	108	0.491	FALSE	0.316	FALSE	0.6435845213849287
Male	70	74	Thyroid	NotExpected	IV	120	0.471	FALSE	0.293	FALSE	0.6220806794055201
Male	70	74	Thyroid	NotExpected	IV	132	0.439	FALSE	0.239	FALSE	0.5444191343963554
Male	70	74	Thyroid	NotExpected	IV	144	0.425	FALSE	0.215	FALSE	0.5058823529411764
Male	70	74	Thyroid	NotExpected	IV	156	0.398	FALSE	0.201	FALSE	0.5050251256281407
Male	70	74	Thyroid	NotExpected	IV	168	0.398	FALSE	0.186	FALSE	0.4673366834170854
Male	70	74	Thyroid	NotExpected	IV	180	0.398	FALSE	0.159	FALSE	0.39949748743718594
Male	70	74	Thyroid	NotExpected	IV	191	0.398	TRUE	0.159	TRUE	0.39949748743718594
Male	70	74	Thyroid	NotExpected	NotStaged	12	0.942	FALSE	0.899	FALSE	0.9543524416135882
Male	70	74	Thyroid	NotExpected	NotStaged	24	0.918	FALSE	0.854	FALSE	0.9302832244008714
Male	70	74	Thyroid	NotExpected	NotStaged	36	0.905	FALSE	0.82	FALSE	0.9060773480662982
Male	70	74	Thyroid	NotExpected	NotStaged	48	0.905	FALSE	0.787	FALSE	0.8696132596685083
Male	70	74	Thyroid	NotExpected	NotStaged	60	0.892	FALSE	0.73	FALSE	0.8183856502242152
Male	70	74	Thyroid	NotExpected	NotStaged	72	0.877	FALSE	0.695	FALSE	0.7924743443557583
Male	70	74	Thyroid	NotExpected	NotStaged	84	0.801	FALSE	0.611	FALSE	0.762796504369538
Male	70	74	Thyroid	NotExpected	NotStaged	96	0.801	FALSE	0.531	FALSE	0.6629213483146067
Male	70	74	Thyroid	NotExpected	NotStaged	108	0.776	FALSE	0.469	FALSE	0.604381443298969
Male	70	74	Thyroid	NotExpected	NotStaged	120	0.776	FALSE	0.469	FALSE	0.604381443298969
Male	70	74	Thyroid	NotExpected	NotStaged	132	0.742	FALSE	0.381	FALSE	0.5134770889487871
Male	70	74	Thyroid	NotExpected	NotStaged	144	0.742	FALSE	0.354	FALSE	0.477088948787062
Male	70	74	Thyroid	NotExpected	NotStaged	156	0.742	FALSE	0.354	FALSE	0.477088948787062
Male	70	74	Thyroid	NotExpected	NotStaged	168	0.742	FALSE	0.266	FALSE	0.3584905660377359
Male	70	74	Thyroid	NotExpected	NotStaged	180	0.742	TRUE	0.266	TRUE	0.3584905660377359
Male	70	74	Thyroid	NotExpected	NotStaged	191	0.742	TRUE	0.266	TRUE	0.3584905660377359
Male	70	74	Urothelial Tract	No	I	12	0.978	FALSE	0.948	FALSE	0.9693251533742331
Male	70	74	Urothelial Tract	No	I	24	0.95	FALSE	0.892	FALSE	0.9389473684210526
Male	70	74	Urothelial Tract	No	I	36	0.927	FALSE	0.835	FALSE	0.9007551240560948
Male	70	74	Urothelial Tract	No	I	48	0.878	FALSE	0.766	FALSE	0.8724373576309795
Male	70	74	Urothelial Tract	No	I	60	0.848	FALSE	0.706	FALSE	0.8325471698113207
Male	70	74	Urothelial Tract	No	I	72	0.832	FALSE	0.667	FALSE	0.8016826923076924
Male	70	74	Urothelial Tract	No	I	84	0.808	FALSE	0.63	FALSE	0.7797029702970296
Male	70	74	Urothelial Tract	No	I	96	0.767	FALSE	0.559	FALSE	0.728813559322034
Male	70	74	Urothelial Tract	No	I	108	0.757	FALSE	0.498	FALSE	0.6578599735799208
Male	70	74	Urothelial Tract	No	I	120	0.746	FALSE	0.43	FALSE	0.5764075067024128
Male	70	74	Urothelial Tract	No	I	132	0.684	FALSE	0.354	FALSE	0.5175438596491228
Male	70	74	Urothelial Tract	No	I	144	0.665	FALSE	0.314	FALSE	0.47218045112781953
Male	70	74	Urothelial Tract	No	I	156	0.665	FALSE	0.266	FALSE	0.4
Male	70	74	Urothelial Tract	No	I	168	0.665	FALSE	0.252	FALSE	0.3789473684210526
Male	70	74	Urothelial Tract	No	I	180	0.61	FALSE	0.208	FALSE	0.34098360655737703
Male	70	74	Urothelial Tract	No	I	191	0.61	TRUE	0.208	TRUE	0.34098360655737703
Male	70	74	Urothelial Tract	No	II	12	0.968	FALSE	0.887	FALSE	0.9163223140495869
Male	70	74	Urothelial Tract	No	II	24	0.866	FALSE	0.773	FALSE	0.8926096997690531
Male	70	74	Urothelial Tract	No	II	36	0.762	FALSE	0.639	FALSE	0.8385826771653543
Male	70	74	Urothelial Tract	No	II	48	0.711	FALSE	0.557	FALSE	0.7834036568213785
Male	70	74	Urothelial Tract	No	II	60	0.67	FALSE	0.464	FALSE	0.6925373134328359
Male	70	74	Urothelial Tract	No	II	72	0.655	FALSE	0.443	FALSE	0.6763358778625954
Male	70	74	Urothelial Tract	No	II	84	0.639	FALSE	0.409	FALSE	0.6400625978090766
Male	70	74	Urothelial Tract	No	II	96	0.639	FALSE	0.396	FALSE	0.619718309859155
Male	70	74	Urothelial Tract	No	II	108	0.588	FALSE	0.364	FALSE	0.6190476190476191
Male	70	74	Urothelial Tract	No	II	120	0.557	FALSE	0.345	FALSE	0.6190476190476191
