Cancer	NET	Expected CSO	Sex	Predicted CSO	final_confusion	mode_found
Head and Neck	No	Head and neck	Male	Prostate	0.001145038167938931	cfdna
Head and Neck	No	Head and neck	Female	Prostate	0	cfdna
Head and Neck	No	Head and neck	Male	Stomach, esophagus	0.0025389976767341517	cfdna
Head and Neck	No	Head and neck	Female	Stomach, esophagus	0.002431350114416476	cfdna
Head and Neck	No	Head and neck	Male	Thyroid gland	2.489213408562894e-5	cfdna
Head and Neck	No	Head and neck	Female	Thyroid gland	2.383676582761251e-5	cfdna
Head and Neck	No	Head and neck	Male	Uterus	0	cfdna
Head and Neck	No	Head and neck	Female	Uterus	0.0013348588863463006	cfdna
Kidney	NotExpected	Kidney	Male	Anus	0.002399127589967285	cfdna
Kidney	NotExpected	Kidney	Female	Anus	0.002297410192147035	cfdna
Kidney	NotExpected	Kidney	Male	Bladder, urothelial	0.049363867684478376	cfdna
Kidney	NotExpected	Kidney	Female	Bladder, urothelial	0.04928989139515456	cfdna
Kidney	NotExpected	Kidney	Male	Bone and soft tissue	0.0018538713195201746	cfdna
Kidney	NotExpected	Kidney	Female	Bone and soft tissue	0.0017752715121136177	cfdna
Kidney	NotExpected	Kidney	Male	Breast	0.01744820065430753	cfdna
Kidney	NotExpected	Kidney	Female	Breast	0.016708437761069343	cfdna
Kidney	NotExpected	Kidney	Male	Cervix	0	cfdna
Kidney	NotExpected	Kidney	Female	Cervix	8.354218880534672e-4	cfdna
Kidney	NotExpected	Kidney	Male	Colon, rectum	0.06703017084696475	cfdna
Kidney	NotExpected	Kidney	Female	Colon, rectum	0.06620718462823726	cfdna
Kidney	NotExpected	Kidney	Male	Head and neck	0.01177753544165758	cfdna
Kidney	NotExpected	Kidney	Female	Head and neck	0.011278195488721806	cfdna
Kidney	NotExpected	Kidney	Male	Kidney	0.6686295892402763	cfdna
Kidney	NotExpected	Kidney	Female	Kidney	0.6685463659147869	cfdna
Kidney	NotExpected	Kidney	Male	Liver, bile duct	0.0054525627044711015	cfdna
Kidney	NotExpected	Kidney	Female	Liver, bile duct	0.005221386800334169	cfdna
Kidney	NotExpected	Kidney	Male	Lung	0.07390039985459833	cfdna
Kidney	NotExpected	Kidney	Female	Lung	0.07278613199665832	cfdna
Kidney	NotExpected	Kidney	Male	Lymphoid lineage	0.013631406761177755	cfdna
Kidney	NotExpected	Kidney	Female	Lymphoid lineage	0.013053467000835423	cfdna
Kidney	NotExpected	Kidney	Male	Melanocytic lineage	7.633587786259544e-4	cfdna
Kidney	NotExpected	Kidney	Female	Melanocytic lineage	7.309941520467838e-4	cfdna
Kidney	NotExpected	Kidney	Male	Myeloid lineage	1.0905125408942205e-4	cfdna
Kidney	NotExpected	Kidney	Female	Myeloid lineage	1.044277360066834e-4	cfdna
Kidney	NotExpected	Kidney	Male	Neuroendocrine cells	0.007524536532170121	cfdna
Kidney	NotExpected	Kidney	Female	Neuroendocrine cells	0.007205513784461154	cfdna
Kidney	NotExpected	Kidney	Male	Ovary	0	cfdna
Kidney	NotExpected	Kidney	Female	Ovary	0.004177109440267336	cfdna
Kidney	NotExpected	Kidney	Male	Pancreas, gallbladder	0.06005089058524173	cfdna
Kidney	NotExpected	Kidney	Female	Pancreas, gallbladder	0.05952380952380952	cfdna
Kidney	NotExpected	Kidney	Male	Plasma cell neoplasm	0.0038167938931297713	cfdna
Kidney	NotExpected	Kidney	Female	Plasma cell neoplasm	0.003654970760233919	cfdna
Kidney	NotExpected	Kidney	Male	Prostate	0.005016357688113413	cfdna
Kidney	NotExpected	Kidney	Female	Prostate	0	cfdna
Kidney	NotExpected	Kidney	Male	Stomach, esophagus	0.011123227917121049	cfdna
Kidney	NotExpected	Kidney	Female	Stomach, esophagus	0.010651629072681705	cfdna
Kidney	NotExpected	Kidney	Male	Thyroid gland	1.0905125408942205e-4	cfdna
Kidney	NotExpected	Kidney	Female	Thyroid gland	1.044277360066834e-4	cfdna
Kidney	NotExpected	Kidney	Male	Uterus	0	cfdna
Kidney	NotExpected	Kidney	Female	Uterus	0.00584795321637427	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Anus	0.0010952538997676738	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Anus	0.0010488176964149507	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Bladder, urothelial	7.965482907401264e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Bladder, urothelial	7.627765064836006e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Bone and soft tissue	8.463325589113842e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Bone and soft tissue	8.104500381388255e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Breast	0.007965482907401263	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Breast	0.007627765064836005	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Cervix	0	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Cervix	3.813882532418003e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Colon, rectum	0.008861599734483904	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Colon, rectum	0.008485888634630054	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Head and neck	0.005376700962495853	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Head and neck	0.005148741418764303	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Kidney	8.961168270826421e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Kidney	8.581235697940507e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Liver, bile duct	0.8720544307998673	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Liver, bile duct	0.8719488939740658	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Lung	0.011998008629273152	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Lung	0.011489321128909233	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Lymphoid lineage	0.006223033521407237	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Lymphoid lineage	0.005959191456903129	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Melanocytic lineage	3.4848987719880535e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Melanocytic lineage	3.3371472158657525e-4	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Myeloid lineage	4.97842681712579e-5	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Myeloid lineage	4.7673531655225035e-5	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Neuroendocrine cells	0.003435114503816795	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Neuroendocrine cells	0.0032894736842105274	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Ovary	0	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Ovary	0.0019069412662090013	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Pancreas, gallbladder	0.07089279787587123	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Pancreas, gallbladder	0.07065217391304349	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Plasma cell neoplasm	0.0017424493859940263	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Plasma cell neoplasm	0.0016685736079328764	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Prostate	0.002290076335877863	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Prostate	0	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Stomach, esophagus	0.005077995353468306	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Stomach, esophagus	0.004862700228832954	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Thyroid gland	4.97842681712579e-5	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Thyroid gland	4.7673531655225035e-5	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Male	Uterus	0	cfdna
Liver/Bile-duct	NotExpected	Liver, bile duct	Female	Uterus	0.002669717772692602	cfdna
Lung	No	Lung	Male	Anus	2.056395077114816e-4	cfdna
Lung	No	Lung	Female	Anus	2.001892698551358e-4	cfdna
Lung	No	Lung	Male	Bladder, urothelial	1.4955600560835028e-4	cfdna
Lung	No	Lung	Female	Bladder, urothelial	1.4559219625828057e-4	cfdna
Lung	No	Lung	Male	Bone and soft tissue	0.004240535909020097	cfdna
Lung	No	Lung	Female	Bone and soft tissue	0.004304069301885418	cfdna
Lung	No	Lung	Male	Breast	0.005577192709144729	cfdna
Lung	No	Lung	Female	Breast	0.005605299555943802	cfdna
Lung	No	Lung	Male	Cervix	0	cfdna
Lung	No	Lung	Female	Cervix	7.279609812914028e-5	cfdna
Lung	No	Lung	Male	Colon, rectum	0.0016638105623928963	cfdna
Lung	No	Lung	Female	Colon, rectum	0.0016197131833733712	cfdna
Lung	No	Lung	Male	Head and neck	0.017336033650101265	cfdna
Lung	No	Lung	Female	Head and neck	0.017580257698187374	cfdna
Lung	No	Lung	Male	Kidney	0.0042498831593706194	cfdna
Lung	No	Lung	Female	Kidney	0.004313168814151561	cfdna
Lung	No	Lung	Male	Liver, bile duct	0.0045489951705873204	cfdna
Lung	No	Lung	Female	Liver, bile duct	0.004604353206668123	cfdna
Lung	No	Lung	Male	Lung	0.9002118710079454	cfdna
Lung	No	Lung	Female	Lung	0.9150560529955595	cfdna
Lung	No	Lung	Male	Lymphoid lineage	0.005250038946876462	cfdna
Lung	No	Lung	Female	Lymphoid lineage	0.005286816626628813	cfdna
Lung	No	Lung	Male	Melanocytic lineage	6.543075245365325e-5	cfdna
Lung	No	Lung	Female	Melanocytic lineage	6.369658586299776e-5	cfdna
Lung	No	Lung	Male	Myeloid lineage	9.347250350521893e-6	cfdna
Lung	No	Lung	Female	Myeloid lineage	9.099512266142535e-6	cfdna
Lung	No	Lung	Male	Neuroendocrine cells	0.02513475619255336	cfdna
Lung	No	Lung	Female	Neuroendocrine cells	0.025524131906529808	cfdna
Lung	No	Lung	Male	Ovary	0	cfdna
Lung	No	Lung	Female	Ovary	3.6398049064570144e-4	cfdna
Lung	No	Lung	Male	Pancreas, gallbladder	0.009228851846081946	cfdna
Lung	No	Lung	Female	Pancreas, gallbladder	0.00933609958506224	cfdna
Lung	No	Lung	Male	Plasma cell neoplasm	3.271537622682662e-4	cfdna
Lung	No	Lung	Female	Plasma cell neoplasm	3.1848292931498876e-4	cfdna
Lung	No	Lung	Male	Prostate	0.01675650412836891	cfdna
Lung	No	Lung	Female	Prostate	0	cfdna
Lung	No	Lung	Male	Stomach, esophagus	0.005035052188814458	cfdna
Lung	No	Lung	Female	Stomach, esophagus	0.005077527844507535	cfdna
Lung	No	Lung	Male	Thyroid gland	9.347250350521893e-6	cfdna
Lung	No	Lung	Female	Thyroid gland	9.099512266142535e-6	cfdna
Lung	No	Lung	Male	Uterus	0	cfdna
Lung	No	Lung	Female	Uterus	5.095726869039821e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Anus	4.129645851583031e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Anus	3.9545585274662067e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Bladder, urothelial	3.0033788011512956e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Bladder, urothelial	2.8760425654299687e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Bone and soft tissue	3.191089976223251e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Bone and soft tissue	3.0557952257693414e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Breast	0.003003378801151295	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Breast	0.002876042565429968	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Cervix	0	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Cervix	1.4380212827149843e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Colon, rectum	0.0033412589162808153	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Colon, rectum	0.0031995973540408394	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Head and neck	0.010224002002252534	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Head and neck	0.010138050043140638	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Kidney	3.3788011512952076e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Kidney	3.235547886108715e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Liver, bile duct	9.385558753597797e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Liver, bile duct	8.987633016968651e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Lung	0.004523839319234138	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Lung	0.00433203911417889	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Lymphoid lineage	0.9695595044424977	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Lymphoid lineage	0.9694600230083404	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Melanocytic lineage	1.3139782255036918e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Melanocytic lineage	1.2582686223756113e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Myeloid lineage	1.8771117507195598e-5	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Myeloid lineage	1.7975266033937304e-5	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Neuroendocrine cells	0.0012952071079964961	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Neuroendocrine cells	0.001240293356341674	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Ovary	0	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Ovary	7.19010641357492e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Pancreas, gallbladder	0.0021399073958202975	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Pancreas, gallbladder	0.002049180327868852	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Plasma cell neoplasm	6.569891127518458e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Plasma cell neoplasm	6.291343111878056e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Prostate	8.634714053309973e-4	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Prostate	0	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Stomach, esophagus	0.0019146539857339507	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Stomach, esophagus	0.0018334771354616048	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Thyroid gland	1.8771117507195598e-5	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Thyroid gland	1.7975266033937304e-5	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Male	Uterus	0	cfdna
Lymphoma	NotExpected	Lymphoid lineage	Female	Uterus	0.001006614897900489	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Anus	0.00559796437659033	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Anus	0.005360623781676414	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Bladder, urothelial	0.0040712468193384215	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Bladder, urothelial	0.003898635477582846	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Bone and soft tissue	0.0043256997455470726	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Bone and soft tissue	0.004142300194931774	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Breast	0.04071246819338421	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Breast	0.03898635477582846	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Cervix	0	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Cervix	0.001949317738791423	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Colon, rectum	0.04529262086513993	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Colon, rectum	0.04337231968810915	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Head and neck	0.027480916030534347	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Head and neck	0.026315789473684206	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Kidney	0.0045801526717557245	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Kidney	0.004385964912280702	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Liver, bile duct	0.012722646310432564	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Liver, bile duct	0.012183235867446393	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Lung	0.061323155216284966	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Lung	0.05872319688109161	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Lymphoid lineage	0.03180661577608142	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Lymphoid lineage	0.03045808966861598	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Melanocytic lineage	0.668447837150127	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Melanocytic lineage	0.6683723196881091	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Myeloid lineage	2.5445292620865134e-4	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Myeloid lineage	2.4366471734892786e-4	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Neuroendocrine cells	0.017557251908396944	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Neuroendocrine cells	0.016812865497076022	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Ovary	0	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Ovary	0.009746588693957114	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Pancreas, gallbladder	0.029007633587786248	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Pancreas, gallbladder	0.027777777777777773	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Plasma cell neoplasm	0.008905852417302797	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Plasma cell neoplasm	0.008528265107212475	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Prostate	0.01170483460559796	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Prostate	0	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Stomach, esophagus	0.025954198473282435	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Stomach, esophagus	0.024853801169590642	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Thyroid gland	2.5445292620865134e-4	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Thyroid gland	2.4366471734892786e-4	cfdna
Melanoma	NotExpected	Melanocytic lineage	Male	Uterus	0	cfdna
Melanoma	NotExpected	Melanocytic lineage	Female	Uterus	0.01364522417153996	cfdna
Ovary	NotExpected	Ovary	Male	Anus	0.016793893129770993	cfdna
Ovary	NotExpected	Ovary	Female	Anus	8.464142813173286e-4	cfdna
Ovary	NotExpected	Ovary	Male	Bladder, urothelial	0.012213740458015269	cfdna
Ovary	NotExpected	Ovary	Female	Bladder, urothelial	6.155740227762389e-4	cfdna
Ovary	NotExpected	Ovary	Male	Bone and soft tissue	0.01297709923664122	cfdna
Ovary	NotExpected	Ovary	Female	Bone and soft tissue	0.01819790704832256	cfdna
Ovary	NotExpected	Ovary	Male	Breast	0.12213740458015267	cfdna
Ovary	NotExpected	Ovary	Female	Breast	0.006155740227762389	cfdna
Ovary	NotExpected	Ovary	Male	Cervix	0	cfdna
Ovary	NotExpected	Ovary	Female	Cervix	3.0778701138811946e-4	cfdna
Ovary	NotExpected	Ovary	Male	Colon, rectum	0.1358778625954198	cfdna
Ovary	NotExpected	Ovary	Female	Colon, rectum	0.024392120652508464	cfdna
Ovary	NotExpected	Ovary	Male	Head and neck	0.08244274809160305	cfdna
Ovary	NotExpected	Ovary	Female	Head and neck	0.004155124653739612	cfdna
Ovary	NotExpected	Ovary	Male	Kidney	0.013740458015267175	cfdna
Ovary	NotExpected	Ovary	Female	Kidney	6.925207756232689e-4	cfdna
Ovary	NotExpected	Ovary	Male	Liver, bile duct	0.038167938931297704	cfdna
Ovary	NotExpected	Ovary	Female	Liver, bile duct	0.0019236688211757464	cfdna
Ovary	NotExpected	Ovary	Male	Lung	0.18396946564885494	cfdna
Ovary	NotExpected	Ovary	Female	Lung	0.009272083718067098	cfdna
Ovary	NotExpected	Ovary	Male	Lymphoid lineage	0.09541984732824427	cfdna
Ovary	NotExpected	Ovary	Female	Lymphoid lineage	0.004809172052939366	cfdna
Ovary	NotExpected	Ovary	Male	Melanocytic lineage	0.00534351145038168	cfdna
Ovary	NotExpected	Ovary	Female	Melanocytic lineage	2.693136349646045e-4	cfdna
Ovary	NotExpected	Ovary	Male	Myeloid lineage	7.633587786259543e-4	cfdna
Ovary	NotExpected	Ovary	Female	Myeloid lineage	3.847337642351493e-5	cfdna
Ovary	NotExpected	Ovary	Male	Neuroendocrine cells	0.05267175572519084	cfdna
Ovary	NotExpected	Ovary	Female	Neuroendocrine cells	0.0026546629732225307	cfdna
Ovary	NotExpected	Ovary	Male	Ovary	0	cfdna
Ovary	NotExpected	Ovary	Female	Ovary	0.6682056017236073	cfdna
Ovary	NotExpected	Ovary	Male	Pancreas, gallbladder	0.08702290076335877	cfdna
Ovary	NotExpected	Ovary	Female	Pancreas, gallbladder	0.021929824561403508	cfdna
Ovary	NotExpected	Ovary	Male	Plasma cell neoplasm	0.026717557251908396	cfdna
Ovary	NotExpected	Ovary	Female	Plasma cell neoplasm	0.0013465681748230228	cfdna
Ovary	NotExpected	Ovary	Male	Prostate	0.03511450381679389	cfdna
Ovary	NotExpected	Ovary	Female	Prostate	0	cfdna
Ovary	NotExpected	Ovary	Male	Stomach, esophagus	0.07786259541984733	cfdna
Ovary	NotExpected	Ovary	Female	Stomach, esophagus	0.003924284395198523	cfdna
Ovary	NotExpected	Ovary	Male	Thyroid gland	7.633587786259543e-4	cfdna
Ovary	NotExpected	Ovary	Female	Thyroid gland	3.847337642351493e-5	cfdna
Ovary	NotExpected	Ovary	Male	Uterus	0	cfdna
Ovary	NotExpected	Ovary	Female	Uterus	0.23022468451831332	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Anus	3.9670613692372424e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Anus	3.798867246857301e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Bladder, urothelial	2.885135541263449e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Bladder, urothelial	2.762812543168946e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Bone and soft tissue	3.0654565125924144e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Bone and soft tissue	2.935488327117005e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Breast	0.002885135541263449	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Breast	0.002762812543168946	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Cervix	0	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Cervix	1.381406271584473e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Colon, rectum	0.018957744785718576	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Colon, rectum	0.018821660450338444	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Head and neck	0.0019474664903528281	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Head and neck	0.0018648984666390384	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Kidney	0.008198593496423634	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Kidney	0.008184832159138001	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Liver, bile duct	0.0481456993448338	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Liver, bile duct	0.048107473407929265	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Lung	0.02009376690509106	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Lung	0.019909517889211213	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Lymphoid lineage	0.0022540121416120694	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Lymphoid lineage	0.002158447299350739	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Melanocytic lineage	1.262246799302759e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Melanocytic lineage	1.2087304876364139e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Myeloid lineage	1.8032097132896557e-5	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Myeloid lineage	1.7267578394805913e-5	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Neuroendocrine cells	0.016992246198232853	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Neuroendocrine cells	0.0169394944053046	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Ovary	0	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Ovary	6.907031357922365e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Pancreas, gallbladder	0.8209532968684257	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Pancreas, gallbladder	0.8208661417322833	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Plasma cell neoplasm	6.311233996513794e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Plasma cell neoplasm	6.04365243818207e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Prostate	8.294764681132414e-4	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Prostate	0	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Stomach, esophagus	0.056957384143775915	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Stomach, esophagus	0.05687940323249067	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Thyroid gland	1.8032097132896557e-5	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Thyroid gland	1.7267578394805913e-5	cfdna
Pancreas	No	Pancreas, gallbladder	Male	Uterus	0	cfdna
Pancreas	No	Pancreas, gallbladder	Female	Uterus	9.669843901091311e-4	cfdna
Prostate	NotExpected	Prostate	Male	Anus	0.0010076335877862597	cfdna
Prostate	NotExpected	Prostate	Female	Anus	0.016081871345029242	cfdna
Prostate	NotExpected	Prostate	Male	Bladder, urothelial	7.328244274809163e-4	cfdna
Prostate	NotExpected	Prostate	Female	Bladder, urothelial	0.011695906432748539	cfdna
Prostate	NotExpected	Prostate	Male	Bone and soft tissue	7.786259541984734e-4	cfdna
Prostate	NotExpected	Prostate	Female	Bone and soft tissue	0.012426900584795323	cfdna
Prostate	NotExpected	Prostate	Male	Breast	0.007328244274809163	cfdna
Prostate	NotExpected	Prostate	Female	Breast	0.11695906432748539	cfdna
Prostate	NotExpected	Prostate	Male	Cervix	0	cfdna
Prostate	NotExpected	Prostate	Female	Cervix	0.0058479532163742695	cfdna
Prostate	NotExpected	Prostate	Male	Colon, rectum	0.04815267175572519	cfdna
Prostate	NotExpected	Prostate	Female	Colon, rectum	0.1301169590643275	cfdna
Prostate	NotExpected	Prostate	Male	Head and neck	0.024946564885496188	cfdna
Prostate	NotExpected	Prostate	Female	Head and neck	0.07894736842105264	cfdna
Prostate	NotExpected	Prostate	Male	Kidney	8.244274809160308e-4	cfdna
Prostate	NotExpected	Prostate	Female	Kidney	0.01315789473684211	cfdna
Prostate	NotExpected	Prostate	Male	Liver, bile duct	0.0022900763358778627	cfdna
Prostate	NotExpected	Prostate	Female	Liver, bile duct	0.036549707602339186	cfdna
Prostate	NotExpected	Prostate	Male	Lung	0.031038167938931306	cfdna
